Element,Coordinates
Cd,"[64.86832374462236, -205.70268856346792, 86.39437765178526, 88.6587886251124, -73.56151462519887, -136.15361014437445, -99.5960063924611, -11.20431808924213, -157.04233550827678, -12.920870931305785, 207.68667012179102, -106.75570482671885, 99.92049106259833, -23.110608843917966, 54.61609972643143, -25.486030567961656, 137.76724339873437, 152.65098482133132, -175.86718231272002, -71.07276503261637, 110.39648870900886, 55.5796256272411, -114.2801389301336, 133.70087866831375, 29.863040868041434, -32.47610491630152, 79.16215157476924, -5.152397540566084, -69.27350143079515, 67.31364653176549, 46.926753335190014, -160.5121328751671]"
In,"[-30.53310619420432, 134.4463766493489, -15.744057508403937, 35.344462738872906, 4.850540148993089, 104.14634810645325, 48.67011578841671, -51.96965708629943, 62.41812158164863, 33.800958042840364, -27.795630299390062, 110.66796752974375, 49.29232937416573, 9.426463513457461, -97.45694633225305, -153.94231459125885, 5.300097799913953, -19.182283700135567, -10.50008413867343, -87.87604736901214, 67.87200062087697, 48.245155995567536, -45.54043002388635, -40.191648947689735, -62.1978121294996, 70.04359997185189, -10.01453507478469, 115.23899657847151, -52.089972895173844, 63.41844045461983, -36.50169339965512, 31.910727035849458]"
Sn,"[-107.9343636894193, 190.60627709155048, -2.696045025081478, -47.56068902544712, -82.85479507845866, 128.2688149315044, 185.83538086119304, -29.50745867496637, 9.760262452154738, -45.73384640976764, -82.75913636502668, 82.20190665771015, 49.74378632213905, 65.73870615322933, 31.598939916025607, -192.67700836582804, -73.08073097455757, 8.079864785482997, -104.43224266803887, -215.96417149423624, 97.19383538109292, 109.60841196050994, 16.142388952607217, 12.78145732415248, -104.34022406816648, 163.11478582466765, 0.13555267069484261, 56.56107035612145, -74.70060961918009, 113.33330600486478, -94.1704237235518, -7.7043439682186765]"
Sb,"[-204.97969079152836, 75.8060834643509, 26.50081764568706, -31.495713326198793, -110.57078700308239, 109.66821376977359, -149.0895124253972, -106.88953228636454, -223.45572518482885, 88.42490046910078, -151.68712262133417, -216.1830680523058, 94.18327313241976, -26.023404743393733, 83.80228974929099, 193.92647265044008, -91.9971078296059, 5.87564065094761, 67.36571984083169, 46.528774048753775, 152.87053617216148, 82.7253296421115, 168.12868219413144, 135.24179714054188, -44.24060754991404, 58.70073678207794, 81.45111256447146, -78.80070948054271, -15.724192274657952, -190.21657922317672, 180.14852378432263, 70.0274802184917]"
Te,"[-236.05282251126187, 64.99176520591064, 10.867149719682159, 83.46560421747549, 19.500400768220036, -135.32229024661416, 149.42032122502545, 93.79180894302566, -131.28054892303868, -37.19953128176386, 66.09093919875637, 5.188930459109563, -154.23618577551485, 118.28707305757412, 195.39886027888582, 94.72282439394404, 56.874759765811746, -42.179569169696144, 129.73039828672867, 104.13094904626747, -45.121079519285054, 150.56737556634465, 187.55696208541204, 8.93337005733778, 71.4195807166276, -49.77327046716868, -61.807439804485895, 116.28499948653572, -176.38206266698992, -132.73445229847638, -27.907048509968522, -324.35620087431124]"
I,"[-147.32967266224685, -56.59870528542983, -97.328433327756, -91.85774706783032, 19.549400084235867, -7.081279177329658, 36.53186833443166, -79.86771182933911, -48.386018631694526, 107.46448265233931, -122.16032298931643, -270.25879224718193, -250.06693937239228, 201.1177652123135, 64.71244806902776, -19.14492801630408, 0.08041528371555164, -101.47013219174971, -10.755579360916357, -68.9318904488159, -242.72098407099415, -49.95063322209647, -28.642509693071162, -115.14580850253714, -36.79410050183531, -222.76644222299709, 286.130073556428, -350.9697622557317, 22.569244438127235, 58.62676362075535, -60.67486031523059, -86.03154654494622]"
Xe,"[132.33089641003085, 46.967252397066716, 223.0985189224165, 78.16872698645086, -53.79555835554534, -131.1019644844496, -94.9580467009873, 195.8216292709632, -116.32792942468357, -14.00429986312554, 144.59174375147177, -25.215698442270085, -240.7203903373733, 352.0303264654257, 130.26468557633342, 96.61506383070864, -92.16891521021864, -174.61807641792234, 151.75688019833945, -109.9138298587374, -61.650697027709604, 41.41745088020135, 49.16658576037803, -16.259958011649708, -150.62667974538115, 191.97135946789678, -14.397247985562412, -269.47852536762633, 115.14130091382326, -52.682644502152705, 74.8618760552769, 136.97325695557964]"
Cs,"[-154.29710137628018, -142.8022341935173, 103.54495036928061, -40.0051150764543, 7.5140984809280305, 382.6061863265138, -162.73143810411378, 93.56281690500802, -119.71755507696983, 53.30222706972364, -88.4327470917715, 52.91340565713622, -183.4965952508561, 48.39491730881722, 46.98628349533379, -162.9159407881608, -48.62056002237854, 86.45799741670237, 270.66491839512867, -27.539580558166186, -97.7824586207514, 82.78298864980034, 12.129867338730572, 14.542104205260525, -130.00669639663937, 111.24113330569605, -70.44521993174034, 1.6866730164131896, 31.96877208255105, 194.57286280882877, -181.43440433819654, -64.41849604145688]"
Ba,"[-19.891610889895976, 178.06494868100188, -22.274342912361128, 68.03630464233339, 110.74477015793286, -31.21774990018089, -22.74013136217925, -67.13388026171984, 108.11062344476932, 135.8309198697485, -10.62299251056883, 113.78065771159247, 102.39855756366644, 65.05831002555405, -132.37746494554074, -68.41203891671294, 81.53584461139232, -63.329568154231985, 24.02852837414032, 61.804839764530406, 51.29336090961645, 7.472005809954424, -138.71389788956554, -109.10886618223499, -88.04739848912418, -59.059298805869936, 54.04752193275456, 192.62993835333637, -27.168784621431037, -96.371368503244, 88.72284564116484, 84.1883806439172]"
La,"[16.539406529660777, 148.5170759088295, -27.69942045977084, 91.33714562298601, 87.739886122633, -22.25634611565598, -13.012938174767257, -77.49198739462082, 122.47454542048983, 113.57906271514892, 8.057782266455519, 109.74668735809213, 105.2938516031484, 18.113564302553822, -157.69355168391004, -79.24455452983717, 72.7732984753494, -69.14074033247952, 14.865366344624599, 41.347007828239164, 58.001119879678356, 5.40487299386995, -114.57435885188632, -92.8050976049164, -41.66317941271313, -41.435400905693015, 37.936312892045414, 169.11851814309202, -35.42431978257894, -61.552262349183316, 76.25798439121478, 75.75837460388765]"
Ce,"[38.23082151527135, 125.51732199075202, -30.89734241213756, 100.51171369576564, 74.03571310628439, -24.84587601406925, -8.942589142853967, -79.7623693858318, 126.07342795321757, 97.51393637233667, 19.925306237608904, 100.81764479524331, 103.16911078187549, -8.397320094446995, -164.88970148987474, -74.80621901784923, 67.17249690140073, -70.66803334094874, 8.441438283450655, 34.612309277050926, 58.00197021714068, 0.6164881207581372, -97.53488431291557, -81.36059046067069, -12.703503658838441, -35.76547349592951, 28.58600969670431, 149.036170801125, -36.85810404075073, -46.93994493254443, 70.89592984068251, 69.40303393786131]"
Pr,"[38.68456095138733, 123.60034871473731, -31.62883624031542, 98.75805109021738, 69.28241075951489, -23.392570088402447, -7.525574023671927, -79.76380924074829, 122.514103684806, 92.70421333537477, 20.461868935143602, 98.67513269888357, 101.83992845569968, -11.853996406290472, -163.56349491727474, -73.9755352948723, 65.44923965931046, -68.00372380977885, 4.611981954587752, 29.789449017939106, 59.74043308645053, 0.25889275856282207, -93.79236738053719, -77.60352148542287, -10.752363668729435, -32.448562103180706, 26.19322606941559, 145.20674404357132, -37.873669636652906, -43.2324214704731, 68.18002130556799, 67.8009587945249]"
Nd,"[39.57673454909579, 123.8942692328515, -31.69589989410987, 99.73584451551305, 72.54466403207607, -25.210865062809866, -9.217394460583238, -79.40589926297828, 124.54390137065808, 94.99128302637664, 21.285005670422564, 100.446772096725, 101.8390295455388, -10.478518994777565, -165.25910358721546, -73.88675033826499, 67.61648327907696, -68.829889110816, 6.335122817647013, 32.947286200466955, 58.251316873372, -0.9146820475341153, -96.87984879157304, -80.09746995579573, -11.630566125236193, -35.28619680310593, 26.77617773397387, 147.77826335714929, -37.110776317552926, -45.07756075311967, 69.35412591979932, 68.68500629779683]"
Pm,"[23.435987536989476, 43.70186309060281, -29.67517570579789, 49.46687086977459, 0.4086811138605594, 1.9526582482428545, -6.68672202596093, -43.17155283732228, 21.180319189848408, 6.434134326689817, 38.09844519510891, 40.28432015495115, 28.22934179859464, -47.222168861402416, -84.94560916425206, -32.94303009351215, 35.83223247530599, -2.3375818264417236, -24.240794855666692, -19.76909937960666, 54.48833354552601, -0.7672107089610857, -12.939833365328035, -12.002210217029003, 15.698488064286865, 3.8414806161403243, -24.324746023687627, 66.09817488305112, -39.59421775197846, 5.12219887077414, 5.2234687290641935, 2.8192406484650756]"
Sm,"[41.35326500523147, 120.59582944423765, -33.09632321987805, 97.45352672075114, 65.61444755788132, -23.78833103208682, -6.510752463605144, -79.21580984674289, 120.07212060354452, 87.30281427960072, 22.760634698355084, 97.8268822476937, 99.57539939225128, -16.034806099751503, -163.9091776190536, -72.9636355248538, 65.41734036330622, -64.9810749130932, 0.082964555044097, 25.667583250875467, 60.416396331217314, -2.0024329520387782, -91.6649286298612, -74.79700959139669, -8.146616513447585, -30.599812987948088, 22.79597530522397, 142.08769369826172, -38.63440815093762, -38.944176757133945, 64.78609058646504, 66.24095540284235]"
Eu,"[15.946982540838995, 149.73708959844785, -29.39092390513789, 87.79351271648477, 86.01921904356556, -22.186203759780522, -12.953901248342202, -76.6759808259758, 119.11353344445511, 109.94953644659518, 8.36130736733529, 110.39048296072406, 102.93851371327754, 17.331505021493523, -157.37059428101858, -77.9730866330833, 73.57117366671153, -65.4858219232339, 10.942188371682143, 37.942325342694055, 58.83375722029907, 2.9221396472877696, -114.68355338635567, -91.75054106776324, -43.42763471006642, -40.41494754956508, 35.17733390004738, 168.99708755638648, -35.8728739173605, -59.62703392656739, 73.54480102065244, 75.58937620629683]"
Gd,"[41.50443639624418, 120.16216544605703, -33.27946639587363, 96.75089108068369, 64.49287246144021, -22.596339955324844, -5.521029115735908, -78.7137828668036, 119.50232445484427, 85.59974477226555, 23.025129283873408, 98.46789899966429, 98.505308479228, -16.595159539613345, -163.77544214943512, -74.26537409113986, 65.12041487282069, -63.88900428061234, -1.0633282442327856, 23.4450451338065, 60.46176621728702, -2.0721814336122217, -91.30864084759068, -74.19998026366764, -8.23143081661885, -29.224858910627344, 21.577684958072236, 141.6257091435065, -39.03698981865016, -36.483929637499465, 62.65276246655039, 65.4782628036766]"
Tb,"[42.326971863004985, 116.17486201896183, -33.89166744207555, 94.44968948583636, 57.599993255808215, -20.09963070726036, -3.3590116220779183, -78.2042550365091, 114.46023888938262, 78.55549298819598, 23.99982391372093, 95.31171148332584, 96.01919209865412, -21.496916462648866, -161.3971834016184, -73.6197946721562, 62.414483830390196, -60.06005007422379, -5.999189063473114, 16.569122270228444, 62.306124402746335, -2.243988824687011, -85.73904485864442, -68.6829222389629, -5.140318879811961, -24.307797289617547, 18.05119547304803, 135.62064774950616, -40.333906076656625, -30.415992545659638, 58.107157219920836, 62.583111117387226]"
Dy,"[42.167166025881, 114.57337630496544, -34.04422784268498, 92.97041763215637, 54.390200529772834, -18.850149079063957, -2.313750509846934, -77.75155028583697, 111.61091321004335, 75.26636354287086, 24.347856695291977, 93.96854640940549, 94.7108608241878, -23.162474395206438, -159.83290957130066, -73.5575731620559, 61.325889649641404, -57.823369470308236, -8.592482010568729, 13.065279447248217, 63.23602760804417, -2.181892326822049, -83.54204923144982, -66.09762563473454, -4.483261191999074, -21.940804851154578, 16.491207909841947, 133.11855937201125, -41.00509971452863, -27.494801255021056, 55.737567879461196, 61.08814339166843]"
Ho,"[42.70299458067472, 114.01900663426875, -34.22639366313143, 92.7356241263727, 53.995607724132924, -18.86466841064937, -1.9616368539500513, -77.42743529046763, 111.43588696159446, 74.32899006129271, 24.886489198666705, 94.27086784509903, 94.13319600037067, -23.592808318047425, -159.92243967083948, -73.91616952598554, 61.498312165083405, -57.220014539602396, -9.369738627409296, 12.223629535267044, 63.10892175638597, -2.5570825849515026, -83.60088990066228, -65.87003471580887, -4.272938091135307, -21.64933303229155, 15.837258217174684, 132.87686772310187, -41.13042265669237, -26.380811058627724, 54.777055216932446, 60.66725195401879]"
Er,"[43.263350039994556, 114.37332797913294, -34.30184019952142, 93.41455326419275, 55.35797376492955, -19.617582096942943, -2.330579576472369, -77.48385967564239, 112.77952194290306, 75.3693300789789, 25.163811527628454, 95.1125260104166, 94.44358917041524, -23.15338014840237, -160.87764364566203, -74.09823024168593, 62.23041599322135, -57.95938473188978, -8.608770635115299, 13.505566127479463, 62.5749997151241, -2.9076470464214066, -84.76013656391845, -67.00807537323402, -4.354661635174259, -22.72436581849173, 16.180682354320638, 133.9653808130759, -40.879417923734316, -27.1561640022723, 55.404925258084305, 61.16089117479917]"
Tm,"[43.22311957330713, 106.12953469265767, -34.21020447004735, 88.0029772394928, 42.2950486901507, -15.045728954380232, 1.4707508789848869, -75.46684735583607, 101.23715555293113, 62.23580165349569, 27.15125397839297, 88.56428625608264, 89.50117343265566, -30.14733845946713, -153.75913288571013, -73.40900693636392, 57.57746797405717, -49.14638455995877, -18.52393818701998, -0.044386499742343634, 65.96147720194739, -2.214515562763867, -75.42688749177091, -56.02716683190201, -0.4780001620291297, -13.481807938927126, 10.49653655067654, 122.76473978700587, -43.31385674609328, -15.447046485703867, 46.442082549173044, 54.30678029081677]"
Yb,"[41.879086478669464, 118.24719019726905, -33.78041396447836, 94.84117459410753, 60.44047730024891, -20.672377356921086, -3.4311327454045975, -77.95524058925388, 116.72260441324723, 80.85101510274315, 23.551859832695815, 97.5933271932173, 96.41538537129043, -19.044527875859604, -162.3350495309383, -74.94519927337356, 63.57857451566362, -61.223348129552804, -4.471586947441761, 18.41807306541259, 61.26831103239983, -2.2750130178175123, -88.49272014925822, -71.26392441154934, -7.086242048931042, -25.869453583693087, 18.972252076942397, 138.49404163161933, -39.90845558222875, -31.810577100290462, 58.75955650668012, 63.58998394334923]"
Lu,"[43.38304322024597, 106.15064698107396, -34.562050134271566, 87.45371979602632, 41.61674420934644, -14.341295569894335, 2.3562278980249443, -75.19036077867688, 101.16343017317324, 61.05744732784892, 27.066051785738246, 89.01438198668411, 88.72171028854025, -30.62807847387757, -153.79149779623629, -73.9743105352868, 57.155382221365464, -48.75569380521948, -19.154968781862575, -1.2986237488749763, 65.86152004780237, -2.448537323697307, -74.89120823300753, -55.80109270903222, -0.37149948962947793, -12.61956542760971, 9.580002312269396, 122.34470864475973, -43.46346700931842, -14.114760570230946, 45.11507173538434, 54.121149719094085]"
Hf,"[71.8630497434623, 84.1747583091162, -38.75541520009928, 99.96039339639695, 50.805921614837196, -35.49653991347036, -13.033954832134885, -76.3513632024924, 114.41783523129463, 61.31806512689372, 44.29658082768933, 83.53893514820648, 89.86535428896674, -50.59598096888338, -169.34872344926598, -54.23181438159868, 65.47072786447727, -55.81561000825317, -12.377623457537382, 19.716156113545523, 56.46186301470973, -19.24964316015779, -75.09558447953984, -58.941807348637205, 27.542190930429467, -31.33189889967787, 6.693268097269189, 114.48048103317062, -36.55116334415281, -22.249029594942343, 57.6662817844726, 54.975630337595604]"
Ta,"[113.72541426271574, 21.258707873893172, -16.45475622448549, 178.12035629443002, 54.1607998078437, -30.220720283304185, 7.275597892808163, -90.77313526136571, 186.45692425158578, 96.23061070788845, 43.243785170803086, 55.33402336522461, 113.60365104272022, -81.68280369453126, -182.86391311203707, -68.14168767403117, 26.16782393354341, -136.3511134042557, 60.02495410273479, 76.67766250163474, 30.00147983114794, 19.26068310241283, -25.35859475220955, -60.10770685186823, 109.5366377199704, -33.326502606338934, 34.11649397666506, 70.64104322478325, -26.224957202745003, -32.67822092374027, 86.99735051506582, 55.881863680614615]"
W,"[61.369261062656456, 108.98168579691718, 33.52243418745808, -301.61910733026735, 125.29998585478758, 40.5768681454955, -105.51513492482124, 89.2878501929393, 99.77014086843084, -112.50065849871785, 35.69934758556976, -18.760841436792845, 107.39531898600833, -10.68320014936599, 206.42461898565753, 117.3816075867244, -162.13905031491177, 32.96785247837151, 138.8441777731615, -129.98808924135994, -74.77762182022767, -50.22937385878945, 81.37796105098937, -59.98337249266635, 223.15121353420636, -15.568386766856332, 0.6235310375874684, -100.91773268061323, 126.20326494399302, -4.424781812579409, 112.6198442932571, -224.07694930142088]"
Re,"[112.73754619010893, 4.276489233713271, 18.205863280596606, -321.5290843960588, 76.94907138895844, 28.457590733626688, -96.6298259042928, 122.04172791668312, 62.15653549865938, -186.38238302693944, 29.3106124631309, -52.26031597438273, 25.958316331100118, -66.79136804719462, 206.49691114580122, 183.62391898611008, -170.7948128289636, 57.30348637730204, 107.70699121755622, -127.89212418409035, -129.06890812474043, -119.80117491285051, 121.93535663470135, -13.25784538589559, 260.8419802050257, -5.116942006888642, -49.43085850591911, -203.19563196979516, 150.25549904651876, 53.95068994059057, 54.220399328820285, -196.06663941180432]"
Os,"[168.09697759309816, -130.13867313677076, -72.34392856743817, -71.42777018290057, -79.6031361270711, -58.64346095366581, -40.3152802753389, 25.987974007995856, -44.08260262706578, -200.76082512830487, 108.60073929599127, -49.393775003207125, -74.3889610043158, -207.9718793660819, -35.62455592062392, 142.21987435289557, -5.5646456339687775, 88.14578671855439, -104.83588522468554, -84.35362540750081, -17.695116282687255, -154.91442356828577, 96.37301296246214, 75.46647763517308, 188.96553201618198, 4.8599494630990225, -138.16796796690863, -146.39252293692843, 20.852387949062095, 101.85285263795437, -59.891058666149554, -54.34162257028317]"
Ir,"[136.69313332272026, -105.81164328145674, -81.39014242877082, -44.57319092874147, -97.68506399878429, -46.72124571235707, -14.727591485545867, 9.968484985024656, -57.8957910115615, -187.34932412626313, 96.31747794656762, -34.72945934493075, -82.5386752018033, -196.82983410555727, -56.19433324184839, 109.11887097207178, 6.384375079522027, 85.88777538497781, -124.93434018599369, -88.04414986432874, 8.734507516987279, -133.26864289941093, 91.62411136007066, 76.33170826144729, 144.40422242622407, 20.416004896057203, -142.2977919097516, -112.87456776166373, -4.559370090943714, 99.00967338216718, -79.27178064240533, -32.85272811385423]"
Pt,"[132.09906073261166, -120.11619623108672, -88.85969255640588, -22.97469616334662, -102.75935378751, -64.9891619937884, -20.0325961531948, 5.1699743244396315, -73.32735883995778, -177.7855225076201, 101.71598024791575, -41.693451101290066, -97.61539667405519, -199.41633189141194, -69.0902205903208, 120.18239649610598, 24.339767270355257, 86.22364490662423, -132.39506576071355, -60.44309007551608, 13.161362766437422, -136.66505890632538, 88.87546935467408, 78.56497795421355, 129.41430443888808, 6.682828348661722, -146.265107024259, -103.66198336793283, -10.376791428132002, 78.68303035548075, -80.2379481471555, -17.546130277725467]"
Au,"[121.67727854739704, -156.26797448016805, -98.54017436668032, -43.292355308443824, -124.52761845389239, -64.15711145032262, -14.03707727033471, 26.72387408844183, -110.14045149393658, -204.82723857376277, 84.16977086835571, -62.70147944189195, -155.3863375690382, -204.6407096091871, -47.32501071750522, 156.92012286537502, 13.9324198275004, 99.198719176477, -135.4955507561082, -44.05142244646127, -12.770376438773877, -157.95209840410453, 119.2498936971971, 94.36713954120688, 117.88578260091562, 8.587269466551538, -172.592316787465, -141.6922929160074, 2.684381565463526, 79.2599897727617, -113.22194005607386, -2.5154579844574223]"
Hg,"[45.069827968019155, -212.81943775536723, 103.8753652336719, 77.52301136367541, -72.48792740723685, -134.55759992375235, -104.38198289565045, -0.5767562318812277, -176.0076673917484, -6.125573644340707, 204.82776713926202, -117.15972524371062, 102.77272261813859, 3.2492071687092636, 87.46373258789691, -29.530024118706336, 136.91439749878435, 164.4370437888513, -173.60500571095264, -73.4122054846295, 108.49807684341651, 71.3027765011769, -123.16380827154401, 140.0349606636502, 11.855416438622928, -32.23419118817011, 95.08726982385299, -6.937943372029144, -66.78311002251118, 65.40195323509573, 49.62790347806849, -175.72072291580128]"
Tl,"[-121.71901166608453, 89.36901584050904, 27.032409750653287, -37.73800068546584, -59.52743088561947, 245.21782270665832, 70.01730887598487, 2.1533045025149153, -32.03309539068027, -17.06404247729271, -80.9789484464325, 91.90851620163151, -30.048916798287635, 45.59453659387888, 12.360900120939311, -213.55557733103993, -62.49814597461981, 41.76635752699179, 16.85630525397544, -178.97198709899075, 46.84660517080006, 105.62670974125022, 13.478272081520975, 12.819439784183302, -116.7471046142924, 164.8052579916679, -38.540266440188645, 54.65753525947967, -50.62752088470745, 168.38593987798617, -142.99105657976827, -27.48666533426741]"
Pb,"[-115.20394301379272, 195.726821476574, -0.4820700474717113, -49.910783790911076, -80.11637065317824, 131.2057959432241, 186.1294841085238, -28.297926990000533, 9.474064707762814, -41.393863507121765, -87.14325863297792, 83.23835371899386, 50.25522412368316, 73.10693377052009, 36.20948252065243, -194.9554207666156, -74.69397111207415, 6.844889545863186, -99.7715312421232, -214.38420195564441, 96.38733035228971, 113.61835752403829, 14.776902980897646, 10.325753455295237, -110.49725711502785, 163.19056684119286, 3.2314165060461884, 59.78806079615882, -74.11768074385178, 109.81449004910563, -92.98749417676927, -7.939837070963178]"
Bi,"[-188.72370333530338, 100.80443769372835, 17.70256650508409, -10.56176092396295, -92.45850583586974, 99.1546327727982, -142.44142310718885, -119.26434546796315, -189.5685123821928, 101.05024652649941, -135.2127523765416, -185.4211525518368, 112.21027507627097, -27.676947727514467, 48.307139625202346, 165.7723574229725, -73.70712442071797, -5.288554288104639, 60.98390843367941, 44.89227352475842, 163.05115784687956, 82.30718264508975, 141.79072283113356, 112.77259697117275, -44.072101169539096, 50.01687644296456, 81.91824932560306, -41.445078240873855, -25.71395445230049, -190.0940116921723, 184.64750327450844, 73.90489962318614]"
Po,"[22.608950001486733, -61.65573999751814, -15.785728304087447, -182.06179318251827, -143.1379692883147, -23.992832294668634, 74.31983400438052, -35.53431535531406, -252.3878934630463, 21.83404903506736, 73.96585208530327, 259.0439008447872, -57.864626329789296, -69.62574509602379, 347.0777032096834, 60.5998840656273, -119.92849643139856, -192.33293499255473, 89.25597405111823, 259.7431613504875, -176.59931690553373, -27.733989279195107, -37.27387175013615, 68.23576001301511, -135.32018840518214, 37.15814875788212, 299.13964231230665, -81.57544440711835, 144.99508552325605, 67.81904439368367, -23.150005196850856, 10.316784268117]"
At,"[-103.64533724224425, -158.22486278966792, -122.66914534042635, 11.04142647852938, -2.107114368879278, -61.39743076600777, 187.55157758528546, -105.66729154084808, -179.87904393233507, -90.40887421235877, -75.04507032704292, -76.56072387052107, 71.8004995005886, 275.57851428352296, 179.014002911994, -72.10282012666676, -131.74863476935425, 132.3692573036854, 186.56917784585684, 98.08568741130739, -263.35988691448415, -65.39850732007723, -134.0476212982466, 69.04866673948142, -86.43868545850471, 29.865579982958327, -255.70622755732094, -148.95671986792473, 203.24225864263911, -3.4284860691159973, 238.97719412961473, 8.320396292145073]"
Rn,"[133.74531622248296, -53.416165991501096, 42.22258363472054, -149.41331578670017, -11.591058831483993, -105.55753382839089, -135.19360572461287, 50.931188540610606, -25.52307699089478, 68.14914060212938, -253.12986659877842, -17.775978958120447, 60.443598186554105, 157.62813266948908, 17.271822442275838, 167.25568484091056, -60.03900301646591, -4.1053849666671445, -121.10873974749188, 138.51123490215522, -404.87576353294276, 303.902756528776, 58.907126247221306, 107.956760912938, -220.35757670067915, 91.8264932734447, -59.42883576381718, -109.14706478516648, 87.96179885500727, -54.33463883093147, -131.00395608963444, -170.06699137295604]"
Fr,"[-44.93722549155913, -124.0381327932353, 195.57502885582633, 14.86248423069353, -25.00082977352025, 24.000642555325797, 144.5456843091439, 94.82167385922303, -58.85562575434967, -222.14420771484356, -263.3243698912306, 130.75413312589032, 17.136201874614624, 112.83240420395234, 71.8557077507531, 173.23257234034094, 71.1467891319918, 44.106545998722005, 159.9251888364842, 101.32874109151318, 156.05258479327412, 115.45896477322697, -94.28469322099596, -56.42595943520176, -111.40694521293831, -163.99316798324773, 78.4698511672369, -333.53615848897863, 279.07733059368184, -103.68797774089187, -133.9071263027697, -106.10653122325819]"
Ra,"[-177.58512962876213, -84.9563695389342, 88.449387294549, 235.95876887168683, 31.241405167623668, -38.955195297365606, -155.04730704695876, 86.65390433752528, 116.02888973718002, -169.07914234260403, -223.7141304696877, 18.40133761275489, -155.53873464764098, 160.02239209490574, 279.86157739971185, 17.79051552334346, -146.2756219106934, 25.597893565622513, -148.49848740612788, 95.2575826051706, -148.99646645816043, -125.81773607767238, 163.9131254529204, 143.85645394883346, -52.780623197193975, -10.659788900293071, 174.48265395334366, 54.85735912021541, 309.867788344004, 81.99660230669451, 75.65350008987389, -28.133025509852175]"
Ac,"[13.572017696813743, 55.26308642387443, -26.683928322642863, 42.625094880127584, 1.7343491556063002, -0.8319681509178521, -8.024609043617078, -44.58655421160322, 24.48475877613769, 12.219229499426858, 33.794667702352726, 34.357214448148305, 40.1087241094048, -40.42871265533985, -73.95178982853984, -30.8226347864134, 27.311260929102694, -6.950379712538865, -19.474812602105587, -18.721858834456764, 59.22037965183706, 6.933292098072219, -10.354296183033995, -14.26850667226722, 13.550427554427317, 2.602055522456643, -15.21953684466297, 66.33139336353267, -37.251171282898625, -9.19478540907118, 17.846277397766485, -0.30017574126055696]"
Th,"[35.8323291462618, 122.40315185877766, -29.402241865337242, 98.55281700969985, 64.24790972409207, -20.775702232133728, -5.728297411891834, -80.87374874724446, 118.48871634325968, 91.558198311536, 19.116903808798384, 94.05696825811398, 104.38624458235017, -12.130405746855471, -158.9205859158301, -74.76306747254279, 62.0380979142005, -67.08680708488399, 2.7309620092713036, 25.674651812156338, 63.113554514914576, 4.830782217938488, -89.65469678624224, -72.84286693216772, -9.98145627919188, -28.21189278341474, 28.324362217838846, 141.29032335030595, -39.369633078105444, -41.73312318697504, 68.73151762125309, 65.41553355296452]"
Pa,"[25.694688067628277, 73.68145181425676, -28.286621207053425, 53.15305907600202, 13.289331627510855, -18.236928749470213, 4.117948118432262, -51.405801961664395, 52.24712852596144, 20.33432901559696, 42.31944176783575, 50.37974747713247, 61.96152132061035, -35.02175718696279, -88.49222028675291, -47.220435473379894, 35.64243626861999, -18.279959450052058, -29.094633633745165, -21.574713552783845, 64.35770335504897, 8.456887876061236, -30.424347917211414, -27.467114510184473, 16.112466451441605, -3.820589258303327, -5.138568615589305, 84.23711901548764, -41.87920637541091, -11.52734816750669, 28.212801134251265, 1.6635295877722618]"
U,"[36.440803262594855, 126.86921560043973, -27.355423895391045, 105.91440478308823, 79.58502308715198, -24.76835952143475, -9.57815830106242, -81.04933307094808, 132.41144126003243, 106.85108148378669, 17.542768106538407, 101.1497023177054, 108.10061561385258, -3.057259413967127, -164.77638364865905, -77.81324114840243, 66.51065712740987, -77.64647565148942, 16.89791701990495, 42.21721035187429, 56.2949729938148, 5.789823012347243, -99.99071560607338, -85.31803819691171, -13.475924049159191, -38.690412031712796, 35.21304375034336, 152.33236044760636, -35.69275324157935, -52.85964486430152, 76.99570929851103, 70.93904395901652]"
Np,"[31.632281089156628, 88.08352604471655, -26.52102929631449, 69.41949677748741, 29.367943596236362, -19.459088430746306, -4.014493692307381, -64.11364142120667, 73.21149056874762, 46.4108518654469, 37.430925967625576, 62.475870513898755, 83.10634311369833, -28.533010456315075, -113.1344140261263, -58.3984195017012, 46.090979670850786, -31.884411063248926, -22.316466662760526, -8.495106903836644, 68.7466272427782, 8.399247511503372, -54.75592588378624, -40.45617445563318, 7.0195378646602435, -11.945763494380202, 10.130969923079041, 103.5169954688817, -40.884088674806335, -20.843351921575874, 45.88059234339048, 23.216585837138666]"
Pu,"[28.13803829051411, 83.83693346646776, -27.034778569096513, 64.1813845396825, 24.297192947690625, -16.01498721484367, -1.519351105555573, -59.97423697618009, 66.91297809695477, 39.11212248821479, 38.341183748948666, 59.52590952727019, 75.20778550701733, -29.87570752893224, -105.240926734274, -57.94880634863015, 41.69313241188168, -27.602631437643208, -22.926141960218605, -12.81005102187754, 67.61100393757492, 10.066837940103916, -46.85289748907874, -37.4807320773471, 7.575098428431805, -8.510302176044432, 4.681601054472512, 98.72683605831666, -40.83483089326968, -17.71815569365704, 38.50861021050706, 16.652462796187976]"
