Element,Coordinates
Np,"[85.28243682365344, -47.712383537286364, 1.5255636864051538, 48.54326205871721, -31.36419904873563, 31.98121124522318, -180.3731614399465, 21.710799741627696, -10.767739323475363, 64.44410661032234, 58.97847468966377, 47.70105831166423, -142.56887269096595, 36.951612092702014, -12.31708249791491, -84.6777885357633]"
Pu,"[82.80817239522386, -46.11250034821441, -4.5181307950768765, 44.96909882282693, -21.340338459914395, 31.36458291785314, -174.15372372543052, 21.51474968386038, -9.079316514791023, 59.579370834787056, 56.06084099669798, 43.046011445684044, -125.39725934168051, 39.40229963866808, -11.367123455054704, -74.98082556403259]"
Am,"[79.33478667087446, -46.817907845381725, -11.755905980349096, 40.785849451478065, -6.886567446088581, 27.635964048249434, -139.42656255977747, 15.877814582741214, -14.724770028256978, 26.81276759144323, 50.703216584350606, 36.705752807940556, -70.85653961189774, 51.725864508474025, -4.181847618584374, -38.839132293595945]"
Cm,"[78.49367779716196, -48.04867539576973, -11.667288937475929, 40.10535040852704, -7.838354682115137, 27.532724423512782, -141.17258714072034, 13.506274942934795, -13.02913856809661, 26.97267174331983, 50.47864752276875, 38.046646948407094, -71.32184393791347, 50.24773873893931, -5.019054825756673, -40.0581399274368]"
Bk,"[77.87147261006959, -45.354018949726935, -11.37808923265252, 28.44537322752313, -0.959696865926939, 24.524694599293028, -123.65016500302409, 19.143466397885813, -19.062681362140665, 17.424362486473665, 43.61845767997461, 29.74835184912575, -51.71730668006917, 56.897542197609745, 2.1376935605323877, -29.51608446730591]"
Cf,"[72.48913182288508, -43.872648462306906, -18.951776332591134, 13.126523047049135, 5.482214715088167, 25.91858246999888, -112.28380531749359, 20.829038314341055, -8.222474004168944, 22.77367645398606, 35.99534024927617, 20.00288757945603, -44.89431095443977, 57.265442941438096, 7.710301209666255, -29.87540951057367]"
Es,"[-378.2846304696433, 5.9177681238105, -159.5003940392229, 77.09634081367298, -171.62515670834028, -473.01142983323086, 148.9555673471377, 126.54135557440071, 38.2405947227668, 62.90646322453966, 128.9650625128198, -57.91230643171323, 193.07459037753014, -247.91993271567915, 217.70678399662185, 28.708493138524368]"
Fm,"[-502.74571603469894, 240.94832339382583, -147.04388337007924, 157.10622723604305, -274.604765377762, 95.28249918664831, 112.61989009596245, 188.73618129410818, 48.533914426586, -35.37732159200443, -329.51341609279496, -59.84497537709164, 118.58384798615273, 69.41403313596373, 33.74943575826486, 113.23822024679322]"
Md,"[-206.04090261594504, 65.64097787406261, -238.0397295347154, -29.373754230309885, 79.04046819377409, -469.20040147524827, 227.21688226428432, 54.093363436866284, 98.44347165778096, -367.47648143972435, -206.97725419850406, 20.40031326795239, -120.86744215588834, -139.97712204146154, -151.1801467433036, -91.82643615060438]"
No,"[-239.39374595331938, 86.54892311294283, -126.4720566070161, -25.209373041384485, 155.0678029772058, 362.26726627398324, 391.16450875113844, 258.80262598263147, 29.81749955281272, -226.09240062924778, -2.8828871743389874, 128.58317762031336, -68.15739780049445, -306.30862980839976, -100.59347374218554, 69.7654879276456]"
Lr,"[-404.09164429467506, -136.6428976486731, 333.1989319154484, 59.74303712708924, 36.25175411975892, -190.9863190525735, 183.38077101084718, 248.22995895347825, 315.0533685593886, -39.45677666962807, 138.57351396826965, -170.84343648609058, 135.74724883472294, -112.68420116815393, -115.01267771746916, 125.47019891429994]"
