Element,Coordinates
In,"[-30.487175850473005, 6.013713560055182, 25.897629304383575, -13.645211097282743, 21.106396464360333, -23.724701647025135, 12.640151366166071, -48.4216146547783, 30.807429186961084, 21.768824873132566, 5.142109122292271, 44.61282763242506, -4.205960873713785, 20.965471024369613, 7.2789518922470275, 22.394786211733543, -33.72998263345598, 9.596838270301111, -72.13415016846275, -9.87608699019489, -38.700188951765384, 25.668809014873887, -34.25598884054048, 37.4620743737483, 7.911873455961257, -23.269345924563776, 62.49250813689105, -4.226451314725998, 14.101475907325236, 36.94889684295473, -21.980007399631955, 10.452579218970333, 1.625305270229249, 10.561316370044425, -42.79414214940071, -27.528919577171337, 1.631164836867785, 48.33119415793293, -20.264710277588282, 4.436116447515409, 23.653581779988336, -80.5745207724746, -43.984962572435435, 6.244183440408081, 51.400214522803275, -21.221265546678627, 43.224973626529035, 5.934521580274018, -13.297505254847207, 12.318472123922708, 10.228040512550429, 5.496442427379987, -25.160596858867326, 58.82810290905879, 14.365341061451051, -46.5841629932359, -13.44784031244983, 4.433672979752109, 34.94109295832792, -36.356856804744474, 37.97630924724037, 22.495427900419976, 18.99031330946825, -17.953426530970553, 38.247490723557284, -2.2480812361170566, -11.60005650063924, -15.30265543415723, 12.373859193574932, 25.427393933695246, -24.858745702546127, 18.68798809771342, -8.662369668564741, -22.868628598147666, -45.454720593479166, -61.17433022018136, 56.31058200533121, 49.786276248805564, 4.306067131425847, 42.23943757668997, -11.638687754055315, 2.4791637473101935, 4.783745979000445, -17.75854376448214, -67.07202701017425, 19.03077376510415, 5.926217165729961, -89.83180892872382, -33.29294226757148, -69.87348941115378, 25.797295178734778, 23.86968560856731, -42.05171312201777, -68.62869704195113, 29.36243452594769, 8.137547299505242, -9.240831701058745, -23.267140000746156, 20.875758459676774, 22.353096445341528, -23.51917706416415, 27.07020634452284, 35.422730488004134, 28.98945581467558, -28.46387478243815, 25.07267167142494, -23.025658929812394, -22.947479597337683, -16.081596740963477, -31.2726430129482, -79.14977455802001, 71.80852536587962, 25.013040390654947, 12.211077862600618, -29.0359921808844, 0.6835694984394975, -6.163315383753351, 25.573184854905463, 36.78939079830505, -9.477406252837463, 34.73410607173443, 0.6388472837501453, 6.755718246554323, 40.830679489742835, -28.618977150013894, -9.124351296264084, 50.071321638939125, 71.02859025440651]"
Sn,"[-97.28118848748309, 14.207510329751917, 10.4626747576292, -36.6949928508415, 61.28688198401558, -61.721936151579015, -29.73441583232517, -30.32618435281838, 40.00635006947871, 25.439195488629352, 21.499712973123284, 0.8704186657314973, 38.27763797441904, 72.75325321895708, -9.947358996814431, -46.0649200850757, -64.84395522240521, -1.338153858678906, -42.919919249366735, -37.05841530529533, 11.687944602729742, 61.84979517880448, -12.954161812468923, 81.09711751021607, -23.13857388817961, -40.4559135033326, 64.02573893147714, 17.176516134064723, 18.346476787202256, 47.60236974636714, -10.430563406443367, 33.923739626593814, 21.958711440017314, 78.14211008081085, -64.96616059768768, -105.12194528721533, -3.7636673089154096, 35.050685318047854, -30.109447464479025, -19.28811390774314, 90.8182267735369, -75.60296735231186, -54.441869057588896, 26.096352442476828, 27.85428782934885, -35.76410350487676, 78.90368210669571, -43.66657721671598, 59.683803373696556, -5.205402316895296, 17.40370945405869, 2.931675002375617, -4.484244123381572, 60.7614936877752, 55.27768147463742, -60.32246263447419, 11.755147868500892, 36.42646771191269, 47.97063897014516, -66.45825207345558, 91.30690857224597, 32.23519194791224, 36.98408844371062, 22.414866226035343, 58.59501593774564, 15.724344987016165, -43.81029353928928, -36.55801127013407, 11.00070444899174, 24.902886952035182, -38.877888671650474, 3.644797797088037, 70.79033213022026, -31.24917117639096, -82.99068493422115, -33.17094310824146, 98.76399120651568, 83.8483915089491, 42.0232468326489, -11.16845381577847, -29.888417175357713, -27.1385443344168, 3.4059929787284333, 37.00025281583034, -43.57605287855059, 56.028480504848474, 22.73776360969777, -129.5013296667717, -58.86047029700199, -106.39392867176485, 22.537268787881263, 47.57130848466452, -84.44623089978988, -102.40776865718519, 67.64482861880384, -10.139264903471034, 19.133883982388618, 14.137077536863648, -3.5489481407952743, 86.8151825762159, 38.3557915627943, 42.037948366319455, 44.10207713708879, 25.420385586273103, -9.292027072558435, 9.512067207641321, 12.898997189091514, -75.18283537371983, 6.643566117698882, -60.93894828170816, -60.03251024995096, 40.95739555465434, 84.60513547109441, 21.02104108486738, 11.825081724534183, -44.52021152144481, -23.297364033867854, 35.56072637234784, -31.80300340067773, 8.633015813061661, 67.09385213813553, -29.25698115969241, -10.641640736185522, 13.48858532588679, -80.19171759852611, -19.108722679565645, 83.52818140248391, 88.62891707474611]"
Sb,"[-41.071263883463025, -102.35878463049642, 12.228492800346286, 34.028468462666154, -61.40262076622973, -36.12808406791149, -54.43835176370011, 115.19026337441514, -14.814810831935818, -115.96076012026958, 71.97234074211403, -76.51518813426662, -15.959262584669334, -42.37338047341506, -0.9968619644549468, -2.836096115012911, 38.0408512489695, 57.53295373662894, 28.39538875648371, 55.4638684709884, 111.39768135919994, -53.62677511409771, 62.43025517445143, -51.305515223015476, 31.94004035879441, -55.40913029343773, 48.656485643973674, 14.27994453047467, 20.410618039789153, -155.7842139768914, 68.93310709063095, 23.159372843598426, -87.75533695588781, 112.81059187572517, -45.77288929201017, -11.631835625140372, 130.80502064049992, 17.879303019773577, -14.43239335548408, -53.08741090434053, 73.5492342938169, 40.96086763729876, 89.80091197062838, 28.197218017327298, 54.549065452099015, -64.71130685894765, -21.02772812955811, -58.162744802426126, 52.08822942443129, 38.39111182462359, 116.49973534408743, -90.58186325255771, 16.726134705213813, -12.47607294444136, -43.22290610339434, -75.13694381209, 59.7679520807441, 19.31545683101168, 1.3751578064624381, -69.10122549207152, -39.32180484967946, 39.261700998531296, 26.183542835329217, -34.23391386699661, 69.5568706766639, 31.458599173871473, -116.54087443574765, 1.1510556898314532, 21.339167934507554, 1.193462226480529, 84.97304812526288, -86.34644699941754, -5.333017469433709, -15.595339389829055, -70.34757341151055, -17.04147214436205, -41.78457527159882, 61.12980367341431, -43.57320683871311, -23.057932314296206, -70.22892409080517, -16.303104441109717, -52.304210739549895, 2.039794696381755, 50.04101535582601, -47.47475962752056, 92.8104130568969, 26.871277291166855, -44.92156399260034, -73.83451311472473, -37.658563478661236, 26.607567438705395, 41.3905445527374, 10.649901265648735, -36.4041880929756, -54.048897623036304, 59.59459019289546, -61.83445488386203, 16.61615381277862, 102.67714314599675, 78.6884232815229, 0.884255451875355, -22.454820270823593, 14.084909506779411, 87.69876330139925, -103.2865712143185, 41.57918690860858, 51.47004739435705, 53.31949973136557, 122.52598625783912, 85.09620803126296, -102.99703362765835, -76.04107931897148, 35.357236261387996, 39.61683800002142, 86.05949114974942, 82.54288758759344, -15.361242530870928, -94.61134829860154, 14.683344246202022, -4.4107322632757455, 7.453645050953462, 32.23818973767711, -107.61336631834348, 103.54963591493352, -16.723309959387347, -25.735800232428062, -31.617323542414958]"
Te,"[-30.96368840071776, 72.16831998619492, 10.485921565092596, -88.20640450444616, -51.678686900525854, -86.6800134708115, -108.83373349811069, 15.456686317026335, -134.98414765653018, 6.973685037720354, -10.04780679155637, 45.27945818771793, 108.36435917958784, 4.0414379769343824, -78.5081295588174, 83.24604964222567, 33.16013094770941, 40.754037240762315, 57.08901989706675, 24.87404227242849, 64.82410492017564, -36.1321221757845, -56.95354632439581, -36.39935482453605, -24.270423934806594, 48.56236100344175, -23.23281875073887, -44.39459293316006, -61.9649450346687, 25.826560646287266, -68.49526180767299, -25.28555059365922, -28.009900844613522, 49.163614907801694, -4.057261692306507, -16.557563631977455, 43.34893021351893, -96.9002138665524, 56.85315112301226, 27.98811434135258, -84.29735688251249, 97.77862376406596, -109.30961686683973, 40.67659608559368, -22.8445985039997, -63.966343023114455, -19.550178988130337, -48.76952523985023, -36.41212882422626, -8.466563706861168, -34.75577501974265, -5.403013753031102, 4.286771199445241, -108.80517989996214, 44.0596479810816, 20.16802316958488, 13.631094966009716, 107.46432375211361, -79.90075947777545, 1.6932761072510225, -34.97895051723392, 13.789411405790009, 59.99383010923515, 137.78711950257613, -16.34997965202528, 77.94583766083875, -69.9886132312784, 28.274960213665388, 71.05437454003986, -14.723789364077552, -0.5358165643333186, 34.947687277078096, -85.12854289359284, 87.8960219455374, -26.585591509057444, -62.45667405144784, -7.830359244823134, -33.34737458100682, 1.2535022135588285, -104.0459810544219, 12.373043060740136, -43.50117053902939, -1.9445402231267412, 121.51868680353256, -69.32650940904914, 42.03923559009091, 87.98700327587567, -5.286182808363943, 21.392783565898238, -35.79180570076189, -7.741831975519959, 39.330396891051315, -23.733162525960626, -22.2090728475877, -8.70615156078841, 63.58380953900205, -48.27102473101209, 23.94476868562736, -106.50516908446663, 55.180006141298826, -21.194658008451135, -152.81342899985017, -0.04751796891167169, 35.933099768054106, 175.24743609406744, 46.34349173784913, 39.958680416447706, -82.40103732061118, 79.89207985368752, 3.472950116038624, 105.80857504411176, -68.22694294203583, 48.639895554929346, -0.06119354902642438, -15.769933810671027, 7.8185579127274005, 9.959264420103953, -78.60488986349202, -80.70286059895119, 6.34464879637046, 94.4250322578677, -32.26532526666827, 16.538145284409175, -174.90599850051393, -41.3655059360979, 54.159207192577675, -66.55952677123105, -83.8010349084761]"
I,"[-59.275569760257405, -80.8575896055704, 16.85862382669625, -78.00968068728588, -71.15244531340676, -41.40728735803474, 22.977019835453763, 11.315576441406135, 10.936202712049914, 18.130397667210058, 1.8170784542473515, -130.88319206741963, 65.83610603562173, -51.49398339051509, 129.57582716606268, -71.13007154630954, -46.80081537887313, 60.31443919618598, 42.32083269429167, -4.745304560039734, 75.29017758517924, -56.10811604093287, 8.933515609053352, -23.080899642748975, -129.369513916989, 27.38779667809126, -105.80270773767394, 53.47803289458525, -69.7125457202545, -7.941585983435514, -82.58789221812296, 13.371005469540254, -2.053520679926883, -74.02407852194206, 97.030552634308, -11.603166031766252, 4.757055590855584, -63.75204418099139, -60.45353282342017, 9.28373235441136, 76.60662743885418, 70.79139628536359, 104.42451314770176, 65.4929959255498, -57.40014699357497, 108.45643884983699, -91.48067488314513, 18.67117384268992, 31.600795283677485, 41.38947677019982, 79.72731964140516, -63.204229913992485, -51.84828464086541, -135.0413225383854, 2.173516037953992, 78.41536925343489, 38.92028086101683, -49.342997473736276, -31.00863707280184, 89.04631059509892, -28.839127677450694, -55.62539084556868, 88.89208785465684, 45.97394245758577, -160.05107855929006, -71.5461550276162, 4.36756696267909, -18.73775314498734, -20.53405934676756, -9.127125258585316, -63.855674542898534, -125.45596656055021, 94.29050879088366, 29.6700828570797, 11.21321496366872, 12.809912168594755, 115.52056293489413, 18.741580792014826, 28.77443131061707, -44.228994001132946, 70.19363632927443, -76.48468775580048, -98.26624636253169, 57.237831062005924, 77.5547668800032, -45.893484439842275, -0.916657173065332, -3.938241282732671, 44.223624239533606, 19.11825540633652, -175.17072497979018, -23.490638477362648, 28.814140424074022, 38.26832083389194, -53.74650129911682, 19.294022072786007, 90.22705751905997, 19.151746729074823, 13.231698991921201, 50.66562849816028, -126.08492884272685, 14.822521290770373, -50.83501188870285, -62.54868648701909, 99.3641160926374, -93.4800740967697, 178.3991106348573, 24.44110900695819, 45.51406537864014, 81.90697293479398, 96.88004153263141, 18.373732913059527, 103.08740566937992, 29.89062363237227, -61.96210527228976, -150.5857992425565, 54.247903415912646, -155.52970268817995, -23.552426948892418, 87.73348970310053, 0.12156929040480323, 5.474618224654263, -36.06939206198323, 84.41496400328201, -83.58487127791489, -12.55796114932112, 89.4269373319182, -47.701789901665016]"
Xe,"[-171.67549104756625, 72.3286699174077, -81.55857008267832, -15.43908253052259, 74.01458191301397, 61.86083614525968, 80.95265986631192, -17.16498015006424, 109.2280298411287, -111.53505942260004, -58.47476680250182, 48.66836731512288, 37.2008584407584, -93.3462645921583, -4.574552771294505, -113.50487666845981, 48.54936168156761, -15.663649302049448, 86.50667919929501, 39.910285370313616, 38.42051416738288, -84.58972034976163, 48.82014250135179, -2.9295387343115604, 6.960505776893258, 64.40115047352819, -0.34143414144595147, 19.008058836957126, -117.75118655332294, 26.11220291866682, -17.524313800826274, 124.94086526693584, 28.926396630131105, -20.38814039428777, -85.30448879258537, -115.1176292940205, -9.1637262261901, -67.91942969703076, -9.494936873969165, -13.639929376804115, -59.61629857721869, 180.20465631675464, 12.443195333897185, -90.61183392007389, -45.92913653556124, -84.40761254639716, 32.63739217224286, -41.865151721743835, 17.439889674733358, -20.686242105965817, -1.3812401708571718, 21.821483099728873, -109.93984376334792, -86.92729469066288, -119.6063483913917, 10.248667833379347, -32.65173977010769, -44.954409147755634, -60.45345671881617, 41.67981375646883, -67.54828643932962, 73.04647693752977, 57.049644131342916, 91.10228688349589, -108.95860194179787, 104.07526727276836, 59.713591860316356, -13.7839551237198, 35.05118892528086, 48.514692158228414, 18.647244366190154, -97.77379191585752, 87.73954761921715, -26.8446883377265, 29.07328029778041, -13.633610190716833, -98.09262630860633, 69.57731543643492, 99.28091765173023, -146.4983549567226, -44.691316941541174, -33.61898621226934, 17.386616195494756, 53.75012032324097, 123.19535356753995, 43.039614943559414, -44.09329509916569, 132.58181616226022, -98.48112119236005, 25.0623038969864, -102.34979656785526, -11.461630768347902, -94.52326593921569, 50.23168441641016, 96.68696428202907, -69.1606414433814, 113.20057319177151, -43.80632166832441, -37.59516496089997, -60.019423103280566, -23.50326467291684, -132.23039183995994, -38.010318856530056, -116.45773236864765, -42.6896393049477, -78.99948161071971, 96.05578607415414, 5.79819134990875, -33.02895752354326, 68.85286284440333, 79.7357723834021, 52.65580856090674, -67.83021753015227, -55.6575503774726, 61.82917423694229, -24.618706181384415, 96.28730615101773, -26.502882007411415, -102.08195020678653, -53.34507357181682, 83.28408646633812, -40.66043891791737, 43.01063294469638, 52.072014231968396, -7.066373491095203, 38.322058245491505, -55.03696597489589, 42.45722557907114]"
Cs,"[-129.86413582056014, 43.18219334890177, 15.197019658527164, -171.3391322087819, -91.04097618242086, 5.299910646090622, 17.640824067705257, -55.267952648137225, 65.34511290616285, -37.88888031113266, 19.989954787969513, -61.89713747659461, 37.728340941346495, 63.7658968298589, 63.95659468911853, -10.633233835805754, -57.35262650624076, 38.839677352798084, 20.340825660399666, -49.16129677327692, 10.449013774242061, 1.6839373532892985, 67.38416155978544, 122.15410760668163, -46.79144233679382, -39.12278690146591, 147.07023832022142, 4.035855573852229, 34.73190340838568, -25.51344287785408, 96.06637756197507, 76.42455037907071, -29.347776395080317, 25.958611150459923, -17.0084843015798, -10.744983168290895, 66.86129646880815, 33.698677884268804, 35.76030802066091, -13.696933958721345, -74.55000343201623, 30.61494273572934, -33.41168505325475, 77.4008381589323, 37.50485675904758, -14.404079035005376, -0.8853623637210299, 2.6131290725120047, -22.446622144688593, 28.412037526739837, 31.773029007724606, 6.3330317302392976, -99.21094367943824, 35.951003272115244, 87.26821997315024, 0.5678266237987243, -12.555175573737102, -41.58506434841104, 19.09603845072914, -136.27505791530967, 28.276810653524162, -112.88128896604033, -1.3354021253681272, 92.78985412762266, -68.3220892807235, 54.814199136258935, 59.13911184178413, -62.92035884612687, 78.88528864436621, 99.3748817339374, -34.666079770502606, 1.1905809655535369, -39.139321468892746, 34.44965799248731, -48.97351199722888, 14.078374057267206, -12.247450655140833, 2.6119112638106374, 84.95016023805086, -108.85926116525823, 35.1934815335182, -115.75627927879212, 40.31144873048621, -70.37333871537868, -89.99776827846895, 71.09137152918547, -41.15517814665715, 96.14857158431941, -34.93067606438577, -56.476571771440675, -152.4173696298596, 109.8800836427864, -1.6848278257771525, -40.38507522646189, 93.50444494310152, -28.785537438303322, 4.91126373967776, 18.873097718369756, 27.6553991014952, 147.69233556051054, -31.42357751722716, 9.394860564714365, 19.12341707390318, 9.912276256315238, -29.836573244994625, 43.233938389685704, 70.75915266452445, 63.53002568607505, -83.34325122405546, 134.25534390587754, -3.208809746608094, 143.08720470770203, 47.3164473024108, -18.390627951342104, -24.79805639325504, 100.79118865192682, -31.559877205020584, -56.263046492670966, 71.28239024197212, 1.659508548739647, -21.304169680947407, -131.04943416536838, 21.018786554948196, 26.51921127912767, -49.089014271375795, -85.04508180002126, 71.83518998083866, -114.08650634566901]"
Ba,"[38.18688783617972, -34.19947998218002, 45.55948747614237, 59.678966307402966, -7.207986876046141, -20.25255272228075, 32.45468032416466, -48.92531897008076, 13.688029674451586, 1.1782547024801313, -33.92739086385749, 67.42753733115151, -48.56147476980944, -97.82401559922513, 8.93601236136626, 103.35255225774988, 15.631167382879854, 37.72063162073807, -79.01050230510336, 11.455767500496881, -64.95059337267838, -34.135133346281656, -118.29849721608136, -52.43757618173754, 24.636039918080467, -17.090677149202513, 25.91338617974233, -44.095007837125515, -30.166601159195263, 30.548090742722056, -78.44462709905133, -9.84239829065242, 6.81915538995766, -22.347950716095465, -43.21632508153928, -20.619445608992258, 6.431410550730922, 21.263279078516398, -32.27161373056268, 7.739548521517421, -22.615372760346002, -63.71511306897599, -42.332187563548885, -53.393624364505605, 80.96613434499372, -43.25655090603046, 3.3812201459406315, 37.056964871227585, -42.3730013573728, 24.92023118036274, -11.142092726032061, -12.379752972382727, -39.55915286478488, 22.4928140722402, -60.97391967501446, -38.41277582828416, -25.018550123976897, 0.24957112577840457, -4.271907668227518, 15.012273642087324, -7.215757569097572, 2.8852631966878413, -26.18510274522173, -39.32384883062001, 21.88561420047345, -38.96134750227621, -15.865635628773838, 23.09935236493794, 1.2689528807285082, 21.05512877306756, -0.1953728898964065, 7.469047891587258, -69.07002716157135, -15.246282777860213, 14.863471980756433, -103.35923470585756, 57.43594111692432, 61.193550755726164, -51.329143681118026, 81.39013470173661, -25.636602182745843, 49.25973485467503, -20.898772217932905, -42.49628746918119, -71.63563979150682, -31.918770469074907, 5.954287710685461, -94.70271679157564, -6.194401262314234, -64.19441233481358, 50.30222148748134, -26.03562392777856, 0.4984226494626972, -47.49275378118886, -64.07136454002459, 32.75635753504699, -24.18029213448727, -97.24890218195785, 13.5257410793965, -38.05409454742465, -84.49657610955289, -22.436847088287955, 48.996899951717324, 44.21493144742916, 12.794187072825855, -13.551366039343064, -53.33555172398666, 34.817964307872835, 12.377465760883656, 8.852170554720683, -51.98508844584752, 71.00566695592556, -46.578927704778756, 11.138457902468085, -60.966719040408236, 17.182004751493402, 16.161507744452987, 34.44966641218428, 53.13272206899632, 1.8704217056039805, 56.61788095804104, 50.23420648541433, 27.55887042283727, 67.96561810946065, 19.448959969703147, 40.66389851439065, 48.06028640325009, 93.7680073933979]"
La,"[39.513552980969116, -23.405672344319733, 40.10598743475645, 52.22091743544794, 2.6510448337755452, -7.409314291314888, 34.37403532796621, -44.38763640908669, 10.232358626321018, 15.81888041280324, -22.729112715167364, 77.38221499582671, -41.860800810566495, -70.07028826527011, 9.566334814810062, 87.82980107596192, 4.993125663807173, 25.491576041782032, -86.80915185200764, 17.060760891068195, -67.13758334003292, -22.281667264344264, -94.33315254881678, -37.77564641164709, 32.06532258389168, -11.1553882504352, 24.03656727439024, -32.71661867344871, -17.540807376445947, 34.79133201552173, -67.44029156250866, -14.92077360591998, 0.08283934171719703, -32.50569138945195, -38.07244717428806, 3.961300743282007, -5.175300024229625, 33.92029063599234, -28.544049219975797, 15.786073783381473, -15.036245145081118, -73.62397220223859, -35.13699424347786, -38.89087300553401, 68.05639719004473, -26.12697349778163, 11.405118226238656, 37.607131619436814, -48.171958879451914, 24.519218144914444, -3.2332300731596826, -0.09676371466672444, -27.504474805508334, 37.57790363471382, -49.664229855293165, -38.22835579143531, -26.377534342542976, -4.787596388464962, 6.362017692788497, 17.6353736067499, -8.82311253375705, 20.753502750662303, -8.728339135539638, -47.62981455827621, 25.15128969179318, -37.083223002910515, -11.653984027816447, 20.819647864491948, -0.13335889278810076, 14.565146278011673, -4.2253521196601005, 17.360983667604025, -66.4955125417937, -18.918139017033294, 1.4083459000956071, -92.04048461863644, 38.805992030443086, 42.091490370021575, -50.92964909263947, 92.41459233086385, -19.713348237669372, 52.01960658137451, -13.571315105421535, -41.20537414284724, -60.06645264069517, -31.301242668605344, 7.449509963582353, -88.49254322706453, -5.226914038383144, -53.268017138131135, 58.51288688930322, -19.36029394703327, -7.2113109270326445, -36.61313873749414, -45.72018177324969, 29.000216959905906, -26.732618603220615, -78.01171509780889, 20.033128314510524, -49.101383929401834, -77.68416670082236, -5.994474404580794, 35.24391739269364, 38.532404864105054, -5.59325576740149, 4.989757064237074, -59.78355066842104, 19.80704250228507, 5.409219082079592, -14.019461429941495, -66.31432984583314, 61.30689261414306, -38.94443917674409, 14.453258812732273, -58.679215434378904, 14.200021489371501, 17.41104142139467, 29.1178621215367, 55.27129844056678, -6.185122528322871, 40.563870195317016, 52.423563105031555, 20.942473373075167, 59.15295412343638, 23.4478020318453, 29.17043981709393, 28.07329148669422, 92.6226684515589]"
Ce,"[42.10525333288236, -17.882934950290398, 35.06923940615549, 49.14990246421121, 7.449953013209797, 0.3452076642079561, 34.163624756991766, -38.810436244509184, 6.037367389474301, 22.59024542160762, -16.879552000411124, 79.97452161379519, -37.9987817513608, -55.474092989940885, 8.68368220168115, 77.60862086862228, 1.7132431857158708, 17.640148272732134, -86.36474109796004, 20.56485528301107, -65.70962592007122, -16.613817245183903, -79.01839884492712, -32.23216373085031, 35.540652465496436, -6.117793906875176, 18.8920571812069, -25.91656429027003, -11.476901653288218, 34.613232132013515, -60.22359672504755, -18.662421825147526, -3.46594166092801, -38.22154770487714, -32.13887951437382, 18.492006983933127, -11.541078432009458, 37.65151392340287, -25.272254217076146, 19.611090997891843, -11.69527190918077, -74.20836802315951, -28.463895763093635, -31.532778605503296, 57.33925869684886, -15.51767256524348, 13.284196791338607, 37.12993139237918, -50.16016591199064, 23.01855309857209, -0.016256169578197074, 5.935184226903277, -18.82142418659042, 41.71604854749894, -44.295661750033254, -35.016844249068015, -26.119675606016802, -7.207828689300456, 9.927210114910388, 21.494969468296315, -11.604221496125366, 29.79646717047501, -0.5181451823367019, -51.270064866504704, 25.670950947377996, -35.440439387156786, -8.883768052716709, 20.249320836645598, -2.120968529947073, 8.566880295102377, -4.825819979649651, 21.717872483442335, -63.221708838218994, -19.63170554225704, -2.8581209926370192, -82.1052276559196, 25.90362431170722, 29.063861431978506, -50.48810555962366, 95.74698770372449, -15.686876350109593, 53.19032484178848, -9.96184314496691, -38.401636046995385, -49.747180131186454, -31.30933095039222, 7.898037374903433, -80.04661714708806, -2.6261236603418876, -42.3871084516106, 61.86002521590367, -17.76955635249757, -9.17714443048909, -26.970189309133264, -37.34901123633118, 26.55930415096789, -27.435628295928755, -65.60964999209781, 22.053113080706723, -56.417706452515894, -71.06843719450423, 1.3937382432138674, 25.851305190592008, 33.33475020199399, -13.81295928152458, 13.250159639262892, -61.45282904609302, 12.089526135532592, 2.531323799244524, -25.373043085871892, -69.48108737404775, 50.86662910404947, -35.9431446555586, 15.147955591557363, -54.88097539629796, 11.734888308028538, 18.225302544590942, 25.15324710148719, 53.62790477911584, -10.169985452496014, 29.77753189423193, 53.56517456898094, 16.96303791783281, 51.4605782621984, 26.76033298410148, 23.864262008157535, 14.008095566587166, 87.54536655346408]"
Pr,"[41.69804658284711, -16.87793810634178, 34.18412166289591, 48.19989566198468, 8.575777775544365, 0.593674723940228, 33.00334340499963, -37.73711084450773, 6.129136746292592, 22.4608093137687, -15.36102428586413, 78.8601281937586, -37.18534790898297, -51.17360817382052, 7.661706145481261, 74.52997536982838, 1.509612969193025, 16.30791636249249, -85.37940864022046, 20.524727394030236, -64.2360962886368, -14.524283545746252, -75.3861804982317, -30.478711152899155, 35.526727050527754, -5.984188750791872, 18.811461107348542, -24.615357728711764, -9.642414268646105, 33.84043780029324, -57.99343753738014, -18.925268741303, -3.575789896260424, -36.996702477780275, -31.091872839819708, 18.706852080118228, -11.307588004851967, 37.64289815950227, -24.664565368184334, 19.507188732203545, -9.369357867152063, -74.33169855602875, -27.401757530040676, -30.20692656619512, 56.19901896355051, -14.718824007359428, 13.871086754802025, 35.711304057136175, -48.704183553031996, 21.812258400654418, 0.3172260212846026, 5.463957792932781, -17.0786649717485, 41.743985419919, -42.17474545711821, -35.32765515804504, -25.2668646672687, -6.72755886037751, 11.230588344318852, 20.58060185693159, -10.536884918996352, 31.231446235838096, 1.0150641249764505, -51.98537127622269, 27.072082508020483, -33.91883363352734, -9.181741515113652, 19.446648032474624, -2.518866236821153, 7.705879442517552, -4.54706273734419, 21.45334286138304, -60.52431565827019, -20.077475672852284, -4.345854971536551, -80.10474623905426, 25.44143041762042, 28.014983689312945, -48.83565018770418, 94.2979227933114, -15.058269932767992, 52.15044809521219, -9.396732031758543, -37.161568004656466, -48.578627628170736, -30.565476537371243, 8.32413329468062, -79.49902600992702, -3.8503628921171265, -40.9013564965335, 61.29685589110282, -17.139614046696092, -9.489901758602116, -27.152330028315006, -34.49499101982498, 25.801365349314523, -26.415638377193076, -62.554873809864205, 22.183021404623574, -54.95070496899737, -67.56098648646639, 2.9139929052483917, 24.610563942432176, 32.396767137970144, -15.140526301385258, 14.06622235186172, -60.68459129064699, 9.59874284581209, 2.1546158653500616, -27.37753481617542, -69.57812970327677, 49.186868148483754, -34.04032260658915, 15.149004197614879, -52.87107807564636, 10.609666661016687, 17.638751337214643, 25.427308711933833, 52.35550872577323, -10.893259818219764, 28.1367425029417, 52.71613911428912, 15.929724481846563, 49.21430215446792, 25.889040921977454, 22.64964231481876, 12.942981864431223, 86.06210868655695]"
Nd,"[43.007809795304254, -17.124183009582886, 34.68361132158876, 49.00456010182015, 7.864240543005514, 0.8584844164322278, 33.96070385443863, -38.75472124104612, 6.095522794813941, 22.517918636019033, -16.55371790170857, 79.75843982638024, -38.115568206490224, -53.44378924165806, 8.022432766631665, 76.55708250978809, 2.212100591483801, 16.817670423113125, -85.88220214887714, 20.565345397369555, -65.62278903730733, -15.582206465317421, -77.44492696015897, -31.796255115971807, 35.651160516315734, -5.68353830591729, 18.48385711694451, -25.574775873631946, -10.570535745638715, 34.393261683146164, -59.313240398723025, -19.245567249521223, -3.2171365994437098, -38.376026896702285, -30.93152146206239, 19.0448720346108, -11.555470504098825, 37.30070845491359, -24.747896853084995, 19.860643555210252, -11.193010964101251, -74.27352810818442, -28.011727002943086, -31.399281463477884, 56.88543774127285, -14.91361194660384, 13.097486361227768, 36.8910704442965, -50.0106960830259, 22.098029884434105, -0.6171459695830045, 5.570981815959705, -18.02214299116398, 41.263458226544415, -43.39731571159251, -34.77900687545206, -25.976739958092935, -7.157659874206309, 10.4569031440212, 21.5433471659867, -11.297711409787864, 30.217935033108585, -0.1646423831727871, -52.11337797649738, 26.186484995112973, -34.727259868578166, -8.374133535434026, 20.031106848792177, -2.558047445095536, 7.974081745925539, -4.592779710278807, 21.74406515955142, -62.16559309260641, -19.73748200547367, -2.783847870635699, -81.15411185994864, 25.670049794686957, 28.05204480202679, -49.60611038109905, 95.1855924062671, -14.847263999069787, 52.87072463151267, -9.531887625519472, -38.15600456696671, -49.57427887979028, -31.15932205809954, 7.6203430322339925, -79.46047072471949, -3.0970398416023968, -40.638064614046655, 61.5140111192196, -18.01862504500022, -8.768391218728887, -26.965296222228734, -36.07947849225193, 26.574717854598394, -27.165061464825225, -64.01235130522956, 22.189940655285056, -56.39668262436133, -69.61384217553362, 1.897692255315714, 25.195400782471975, 32.74218434059297, -14.93286920815682, 13.958742890306588, -61.410759955179735, 10.970802080814952, 2.0164510860771414, -26.56403683492654, -69.72597037308084, 50.515519629719705, -35.192457638206236, 14.815764127508372, -54.03838486924867, 11.067786683032049, 17.636465983387243, 25.517805638563562, 53.804850763050496, -10.811683989776846, 28.528312558514497, 53.34806043767212, 16.404190796927878, 50.70590536883038, 26.28674176276267, 23.5349968330311, 13.324994874118358, 86.3995561258257]"
