Element,Coordinates
Ho,"[-54.53249994055095, 25.947533762802344, 76.57989464507021, 52.454345443193276, -21.977152068744864, -21.40064636530512, 12.817746290597535, -61.97637044192957, -71.39956902847898, 25.130292153535926, 90.04732647800924, -57.97908385395397, -8.15055801180653, -16.331016060678596, 133.81767025344635, 12.856807320468556, -7.4294765860537515, -4.839133438048281, -12.893027152819288, -21.878098735068374, -3.7158789464736945, -49.17184837675745, 45.52696120813166, 25.95605482752245, 0.218894159827793, 8.132560857451699, 35.37729705471176, 55.14387572004468, -19.170453774803377, -46.940968705394994, -44.659039865391584, -42.0523934782973, 29.5872020924285, 13.55096221511695, -50.80865903178572, -100.90251686145255, 12.55204854552307, 6.076067376910692, -44.75482483428156, 13.644974267819006, -57.9762914427638, -109.7727859977136, 53.75246298042391, 13.404034656070852, 57.64884873224356, -1.0087965339624312, -73.94579512762827, -18.39555096122316, -5.57199837653449, -4.518196149809309, -109.7588982178166, -14.351418140582922, -13.688037207735048, -77.78794172732637, 16.127006915469373, -7.568470712637267, 21.65982469228999, 23.544142911049253, -36.227205772501684, 48.632981657414184, 44.24065300055911, -73.77530974288112, -12.495349737603926, -86.60607291449337]"
Er,"[-55.31017276244269, 26.20691437346778, 77.41291064509, 52.483462834051004, -22.321551248251474, -21.896392395120916, 12.924679370885356, -62.76410965812832, -71.8702304904789, 24.986504222123372, 90.80097790211326, -58.558972879944484, -7.9115327612973605, -16.994478543491326, 135.08615660711803, 12.350252603655505, -7.112216026300523, -4.610578242423405, -13.465914258886235, -21.59423068652591, -3.5733347490678473, -49.728859046773735, 45.308513139931414, 27.105853225305943, -0.17771025887137687, 8.028658152234293, 35.50088863602316, 55.65875352644705, -20.17449506509322, -47.681446302956346, -44.798966196781606, -42.50300581676197, 29.542613801866704, 13.258736688195107, -51.03750506983554, -101.40473443155994, 12.329200898217879, 6.134453327246348, -44.98195571702373, 13.840931577507394, -58.95638943210874, -110.57188538357661, 54.52537756958983, 13.765615275993362, 58.0731682798268, -1.2010268837600215, -75.06970784819933, -19.20020782799995, -5.748051501491321, -3.517809661003306, -110.42333827123902, -13.980423944371482, -13.557631769926221, -78.03773080121312, 16.108040099944205, -7.9981119093162, 21.82401369869608, 23.403217839591747, -36.64829681602367, 48.715223694104694, 45.07004222132915, -73.70042579268751, -12.304755650582026, -87.16582617958896]"
Tm,"[-47.846867781193566, 21.981775756516146, 69.22769483267828, 48.12613725057289, -18.004964178271752, -12.99475634592001, 11.072308899496626, -57.52042707472415, -69.74731190346053, 28.821551942612068, 83.93036187185848, -54.52035129335315, -8.721688313072583, -9.995509252139634, 120.99681470025966, 15.988009505959415, -8.923452064797639, -7.470867041398363, -6.455091457400418, -23.299485877844123, -3.9082403255605445, -40.100322139751434, 47.32488162036861, 17.250482965442018, 2.2129552479616135, 9.456260395308886, 34.0834828426718, 50.050512874092, -8.745098876477156, -42.054059372219044, -43.9451548121247, -36.99114876076495, 28.141617094691835, 15.603904608578523, -47.69059726777037, -98.47435131226764, 15.016884484944198, 5.432312339037435, -41.06728733686782, 12.942558631048797, -50.45237792968754, -100.87067517396741, 44.89797390885274, 9.977135880099091, 51.76241119545911, -1.0005155003556228, -64.75873001980719, -12.874067072901706, -5.570904270525368, -14.621002997823494, -102.37624038178825, -18.733916498436724, -17.14752376834143, -79.7300300452227, 17.14496702154605, -5.22846767125987, 21.282839700325685, 23.798845769025007, -35.05570414629088, 47.768137719465926, 39.17066790059305, -73.47881933239827, -12.403530134839814, -84.96653476003672]"
Yb,"[-57.837893377863736, 28.039714892255873, 80.56778772007857, 54.84838212296306, -24.54318011089217, -25.937777400057616, 13.781810472850227, -64.6416841198559, -72.1559039178671, 23.345246073330166, 92.4795677912322, -59.81314898127627, -8.171463340238452, -20.094135448138516, 140.5162064664798, 11.074747549770178, -7.130892726548776, -3.194084813114588, -16.4804918707032, -21.58555100570173, -3.8380799824406533, -54.30162613200426, 44.492459349767444, 30.648053263335086, -0.7331108967765981, 7.8121641180997035, 35.48012573776562, 57.62582878266985, -24.53326915922306, -49.73753758747881, -45.35523018408467, -44.758015768136964, 29.97134479150303, 12.233308220612372, -52.46900015236205, -102.01316149396672, 11.459496089433213, 6.25826996467016, -46.3909185878419, 13.705069944937309, -62.395209230128515, -114.55238902992808, 58.19748226889748, 15.226717107850432, 60.53015455365452, -0.8813051487933322, -79.39838032821132, -21.353949274339307, -5.423428256386338, 0.7932364767348282, -113.14518487294313, -12.037764861662831, -11.598309218886014, -76.01033736568868, 15.667739122035908, -8.799283270568313, 21.68755542517864, 23.59905620887676, -36.96776246886992, 48.93038864038673, 46.74160530721056, -73.61058336256474, -13.341652331528987, -87.04693732229298]"
Lu,"[-47.15418426558855, 21.793714119909097, 68.94478079313919, 48.02733484757255, -17.713491680527305, -12.511307015436671, 10.929177299596265, -57.38414125601109, -70.18030653660657, 29.382612945309454, 83.0461161745554, -54.61431926855179, -9.02849365221787, -9.237163773486, 120.34001908486678, 16.170008871762455, -9.35897482084021, -7.567512983896479, -6.367967482300394, -24.082503612510486, -3.6575564534028207, -39.47621599290726, 47.00974327235939, 16.48493105966804, 2.3357263709170732, 9.71483135907582, 33.74014914994566, 49.671441719475446, -7.488757782975494, -41.68297791034049, -43.91755356821339, -36.52884861491345, 27.677706353624323, 16.020123750339188, -47.351441715471786, -98.65839189301425, 15.645677249562146, 5.478980212112731, -40.458215682527616, 13.280375561390889, -49.98856125941084, -100.9462124647789, 44.40645891473195, 9.268558867282346, 50.83295688511517, -0.896013584865854, -64.29054941083481, -12.470597722858717, -5.7785625514548, -15.295315928109174, -101.89050087466956, -19.007281691096008, -17.78120948187668, -80.01559315791212, 17.352219348790054, -5.290934924376138, 21.271781019745475, 23.830456562828054, -35.5499382344423, 47.8909232451391, 38.80739312095462, -73.5878123829612, -12.4408060368003, -85.27463339827975]"
Hf,"[-58.50350375134551, 16.292234609054905, 67.49606872069965, 30.03281017313067, -7.856491852768605, -3.521189632439568, 8.039258152901127, -59.534558312438435, -73.8030619745783, 25.58802146201622, 105.81584232377917, -58.949481607803676, 4.400577377921716, -8.49848950149181, 121.82817593774419, 7.275304612834624, 9.515222224117899, -9.356320327459422, -3.067028748792078, -1.226089695268976, 3.3849308516114354, -26.016228326780396, 43.26879446739935, 33.347813967244555, -5.849128591766295, 2.4640701910016105, 45.464729418390576, 55.908548204991355, -21.68520086116998, -47.470329039927186, -34.4398346686058, -37.901715806489804, 31.42866513491621, 14.571318473659034, -44.49643563201584, -100.66174769008951, 5.1125030629437065, 9.49759931482142, -44.343111348457015, 20.67894033892771, -53.170904740904106, -90.93639664889055, 49.35813749392414, 16.91916774929519, 53.4055939481133, -10.047014753594942, -63.485373580167234, -26.41626685551881, -12.290334802690817, -4.201199340491514, -107.96446822360812, -15.82454211763497, -22.9502634475645, -98.66939377686192, 14.074162044167219, -10.13855430761511, 25.891501714236277, 14.198331424568211, -36.50259202675875, 44.92172785857202, 56.805552426536316, -69.53442250860445, 13.978340842231736, -99.21849780980435]"
Ta,"[-41.6803159268133, -5.272243889163571, 59.94729593124851, -4.901717823036878, 18.709821592636175, 4.318914926620173, 24.26546559411015, -31.74660456931618, -76.2825784344072, 19.220969290695066, 123.65523092735758, -86.85399235272185, 10.372850250470007, 33.425429600715375, 136.5712811191134, -26.71468395966733, 29.5521790444336, -5.297309967415855, -14.42388490102777, 44.254597387745946, -8.853107815627414, -32.94214398566043, 22.39327029039277, 98.58334372238909, 45.32156936786466, 58.40858248501848, 67.99041331263055, 108.66964627846136, -36.751241590832095, -52.53288930880208, 27.7694313400648, -80.92385038228898, 81.80247637359471, 40.31975829735385, -50.63554055781925, -74.71641008914952, -18.70518555159562, 19.27379738853715, -72.86267917803028, 5.053617354801306, -51.59605459671753, -88.85103538188069, 100.70755166894506, 31.499738252169276, 53.93195066629825, 5.921270878600187, -52.57871144832475, -77.40970841042612, -45.18985564418898, 15.049817794889634, -122.78729282488537, -39.57699321235902, 3.0212522937480673, -101.65684197695673, 19.488671680947313, 0.5255738807990684, 3.5402648625474415, -4.47846346090897, -26.346553862509015, 23.853231061024818, 88.29126500307264, -82.84240521382566, 85.97313068438784, -128.49169670506214]"
W,"[-8.389190328000955, -104.2290337039193, -162.4434580604602, 18.5745729660319, 32.65025320380243, 78.57338185654245, -130.7552820583318, 121.65936143249533, 105.42586231977928, -81.59126974994452, 30.759146604569008, 81.27689031792559, -163.52855732350088, -20.977711159408386, -36.57895492031822, -12.198941463649975, -72.12358169500632, 166.98117466955725, 22.23275554520774, 32.159818855177924, 76.81996662219035, 55.57852834765793, -129.68015168285226, -53.209666939969594, 30.64435276319471, -21.55349705165249, -22.310436957688662, -40.942194456605655, -11.787240503959131, 23.115006475585762, 102.50377990616039, 44.290636737477016, -28.954379373975605, 135.23323022717153, 14.31527049405767, 105.29254713557465, -15.72556624607841, 134.85807590036762, 68.40278656116371, 121.70750561948354, -97.75880200253783, 75.44244352632671, -48.744710305344384, 61.536367668610154, -79.96673024931233, -43.22015171043934, -146.93737900585558, -34.25031483515053, 127.31512952632932, 47.82257225463871, 22.352274898397884, 95.03866222035822, -95.5312828504101, 86.36076377239581, -149.22413889547377, 127.50170107890138, -59.883794651785564, 25.136838012489576, 64.14355696913788, -83.86029662055729, 91.54902318374893, 55.94591272879666, 125.85114877799478, -3.7257936566594565]"
Re,"[12.897364812219783, -122.19798368455129, -206.8575047688766, -53.024533791117925, 95.91829209884422, 111.41057431179964, -128.14836278004705, 130.41405461340975, 96.12988441755103, -64.74520006630128, 5.9019431506607525, 89.11208558288128, -120.6639127702051, 26.51315882864544, -115.39057647005531, -14.891571148652272, -29.18874517320673, 131.689059880817, 36.75105066979188, 47.29667488256878, 101.61158781765464, 131.0848198144621, -165.00227788373286, -60.5455397513768, -0.35933768670027055, -44.211220191479775, -6.163644173315246, -68.6740402533436, 19.73020520621281, 54.36517529923084, 131.74015910879035, 71.37131354183872, -57.849516980366566, 120.69405567056519, 60.32732313240703, 127.31495242688656, -11.302159696323677, 128.86257483381718, 100.12772297652512, 138.6907993700777, -44.281614341395276, 124.03913994154193, -82.1213373263729, 41.53096698814091, -141.91217910386092, -44.87827830975364, -61.18203021144631, -31.02070330013208, 89.45543498473197, 55.06746166223705, 59.746369876485126, 105.73912416536022, -128.85261525929042, 68.97610136496824, -143.57559076725673, 95.87447532298995, -46.41640852042493, -5.437587317592159, 57.63787242404883, -89.17591094994187, 88.18566294114478, 92.58605398047273, 185.42292138916, 2.372950073079907]"
Os,"[7.687768206465792, -70.48647777729869, -99.92979522364544, -114.98894420150143, 112.45334066853857, 145.38056778260938, -62.2318251797093, 40.72164982938533, -19.209405461902648, 24.389935754972853, 46.28841537993755, 27.897584067397673, 46.42464169538527, 84.57948618160162, -142.5641267497443, 11.326700231546159, 67.17173614659896, -32.6933562780975, 85.71450006296679, 63.20271777768472, 77.46189036590965, 201.92957602308368, -24.692522629289275, -71.28597169752365, -59.22723263899564, -72.65271893693182, 41.602814704100474, -59.23230783945224, 73.03391496370682, 46.71719956703529, 44.760040255248995, 88.52355935962147, -37.0733579901202, 34.53840302403833, 67.2050873661894, -10.717599774977248, -0.9191810167943981, 36.01631042644577, 54.669334404666714, 92.268870943698, 78.58043110963851, 129.10433846830387, -96.31056682109443, -27.280226377923935, -86.6527466503218, -62.254314867698795, 108.23940014088915, 21.979726628389844, -20.053842217283655, -54.422083491793686, 42.60678926651156, -0.1895892286055669, -128.23635782405125, -144.73994978380915, -18.97063095652957, -4.676282622007572, 37.32829495451494, -46.86326512633269, -18.44370382534326, -6.888237471205887, 35.68537368339293, 24.008777570124504, 143.76037099000598, -72.87191923067483]"
Ir,"[14.70310929916302, -51.76825138171413, -72.14020410046045, -90.98866258113927, 94.64247962133366, 127.07305355728883, -49.281800172059256, 31.70318501779383, -31.663917208223562, 33.35871385121704, 31.208886855850487, 20.096425704545236, 50.43014832674781, 85.84246904591473, -129.9687309736269, 19.877907734258102, 56.42260017096856, -45.818170553701314, 77.53502204490478, 40.321076229984854, 66.37313552298865, 180.61087838040544, -3.8856887726286384, -83.74461939627076, -54.78876439997462, -66.52624353067546, 33.07277326500201, -56.46378081767541, 84.5838358126488, 47.6829106604537, 24.659881188510433, 85.9521344531672, -32.430138262751605, 27.666496307049453, 59.273976793128575, -29.554534480183985, 8.630903050949103, 21.812613754340383, 46.40812411092067, 79.78943134768286, 91.86702358567938, 104.85537900521312, -87.89867277730475, -44.42633722522429, -71.8873082309829, -54.119906310941644, 117.49759619911569, 39.44951939765303, -25.95385217571246, -71.76308021034247, 38.20937537569618, -15.689324463756973, -116.00724629310493, -150.16475186300977, 0.6811890838400708, -11.566683146391695, 41.36666287922975, -42.27271227303832, -29.996756995130262, 7.480244173962322, 12.37472858182038, 5.545174132482933, 106.52067841751904, -71.62475468211281]"
Pt,"[6.715277233366647, -40.95570463063129, -56.76136200257143, -94.03946989417743, 89.28918725225762, 117.83801857956331, -43.29854742684196, 26.17514802692599, -33.08499391304433, 28.61008524413085, 38.02025899189958, 19.23244094746847, 72.76653882736896, 79.69578989358368, -130.27511387053408, 15.886141253230258, 72.66664272391911, -57.97576936160436, 75.06170722095528, 52.47632560642721, 65.05931802065959, 178.8213873953572, 6.162424707620891, -76.58079241954178, -67.01668891016915, -79.2351311733784, 35.34269723592404, -55.79775929968607, 69.79770336982394, 45.52640208174245, 18.764953106505914, 87.33662665988592, -29.648397240474033, 11.653715514580949, 61.13808864481476, -35.01250441359263, -0.3210531856421236, 12.450830264412854, 39.11633706096927, 75.14148502261887, 102.39494793632402, 109.26119218587543, -80.8390292585815, -47.57809368934294, -56.46111317103552, -59.28631812135, 130.5399374718081, 40.8558534880763, -34.14786119203273, -65.93760371149305, 39.30893002431018, -17.237654216613628, -106.59159597294375, -162.0427947319487, 9.106993402882566, -23.6797293130591, 49.191671004604515, -51.76930560123132, -33.368612723823816, 10.55874077706458, 8.213472067135218, 7.255065763069578, 101.69971836057763, -69.62043351888516]"
Au,"[19.354969596785523, -34.94507995616695, -67.78791309406981, -110.24209286667616, 102.2859210073081, 110.01616129847292, -41.62834220617047, 41.480339419430194, -24.17090989313837, 20.578517614165033, 9.952966112878094, 32.182768506771, 93.22779735500279, 93.12828953422215, -169.4444527923996, 11.05364919955685, 89.10393271337364, -69.73763204621942, 68.4788366477114, 56.198920029600075, 76.325961115498, 196.7250167250456, -14.919629391224033, -85.38440685745599, -84.32088638818904, -99.31856793278153, 28.32261223241831, -74.7298192336693, 73.30880809905872, 66.14457147377294, 32.0966076955755, 105.9836888142701, -45.22467577658246, -0.9330287050128204, 85.83655617254414, -13.928430605430579, -2.313403185325565, 5.732892385898741, 55.51714071305674, 81.28032186752347, 136.55717104528705, 130.55861906218811, -86.65289041398873, -66.52122109865255, -75.71229651217887, -59.489133173021195, 173.65342320024246, 50.771465326480204, -47.45970521643715, -51.27122986086731, 69.20202049445855, -6.283733572359134, -108.3631216690684, -152.37933554353955, 11.506760303509516, -40.59329682876074, 52.02165357282504, -69.67032582566927, -34.92657564841004, 4.747450897618603, -9.908528730119299, 30.349165971835607, 111.77044096547363, -48.490959183411384]"
Hg,"[-25.80221105080171, -64.20199907501451, -41.04939743322977, -116.23583434544375, -39.23284922046937, 165.422813799669, -10.944310425068021, -72.06646988618161, 56.06591960621268, 58.518934390479785, 59.10650173815366, 38.57092810172352, 55.39157257401009, -93.47360784311326, -112.40220547685949, 19.651316417582954, 32.083124675021715, -42.67386286740491, 166.36588015372374, 107.05964997051774, -86.92679092996093, 93.1455607746878, 188.06481531037082, 8.035941932094635, -5.614074465367085, 22.189758244542347, 7.2007637898567864, -40.872136915657975, 0.18011759586499995, -70.1609844770065, -104.03844685099395, 11.53227649147151, 17.184286113652206, -92.7485919002297, -30.795682750887625, -9.463288976977674, -44.35654374017365, -59.78104428684602, -23.951408438873177, -124.07552398920362, -41.824457763207846, 206.34004401768132, -159.6287889711779, 98.28223475257369, 73.54447200097782, -53.14166200296228, -21.655417359746796, 9.040866762445692, 43.354943592402066, -162.53902367226888, 79.70792169036793, -96.409513754131, 43.28678458575443, -54.918160229078595, 19.958526994370143, 41.96553032687847, 21.487188439207653, 32.67182783410284, 62.81802138968472, -25.975129279663843, 5.402342009843808, 26.584568546251965, -90.20776018959849, 37.34412380339725]"
Tl,"[106.2783661832775, 61.49763645370432, -0.5568697747224733, 49.819934553120156, -73.65444791486122, -35.731950491942925, 16.50048255940458, 14.055317554864931, -46.03831300779902, 84.75095149418114, -132.20949224720113, -19.079371681684677, -120.83105436184935, 53.424486417206225, 7.989890437081297, 49.33562030943073, -112.47272071144214, 27.10249631629379, 3.63776005148357, -174.30009077124606, -32.78298825745165, -49.43821002620561, -15.848327929009807, -83.90751257750382, 89.41788897163471, 101.5778566353965, -64.82687339417154, -11.450877905490565, 169.17961896090543, 13.501921914422306, -23.03387105377881, 45.40899340445184, -39.73745455357422, 71.62027507966461, -7.46271004040799, -3.140609002142193, 122.88502677962546, -44.70259587527458, 61.91433339029932, -52.93308400675965, -0.6100961935383954, -84.0025977713548, -29.03062450020695, -90.16680897767853, -51.897690504927695, 66.11056874461724, 1.990902219979352, 53.04279558023586, 10.015506606486275, -117.93139411047659, 53.05924555157829, -75.42913773242527, 5.395834384166008, 58.91787755517571, -11.70426781258985, -5.917227280327064, -45.78319288409308, 104.28702061111656, -4.9355915652339, 36.93593957321297, -121.47922341293487, -52.62270211339667, -112.36791188227039, 7.859070761334889]"
Pb,"[89.47125740006243, -13.574349665023357, 11.173643496301743, 139.34436194737685, -21.444415156239323, 1.1375697159186033, 11.833678532173892, 5.637117945562485, -23.28488567224136, 64.99643189598075, -140.97878717298207, -8.730207670256743, -113.94108094690155, 50.184763166524554, 13.239981878914467, 69.27184912971218, -162.69198171975873, 3.623354757568182, -14.194566912840362, -176.98569134357933, -42.41767948199361, -65.53161369466619, 43.91191854057406, -135.26213353440363, 89.10006783079577, 92.50791214169237, -65.24812841864188, -18.698141592249144, 151.8668246485751, 41.28437273177276, -66.91986843187479, -23.443982684727732, -0.21221082470811062, 54.18806366052005, -37.949393336524416, -46.378841465383914, 88.37072101732285, 8.344510529644335, 14.127160121782541, -15.157814380480547, 17.629129861377127, -110.42019547095238, -29.800962474965882, -55.55826859482809, -46.4561827337546, 67.04183353155135, -26.578262305854253, 94.18726637239128, 27.976896440025765, -121.75298851358635, -8.829945363247724, -51.10415766809639, -15.05296741965961, 60.62132733457349, 58.18226695271411, 66.78578435136897, -26.043849227383625, 58.24697646615131, -38.23579924776996, 33.7977760745197, -79.33397008084835, -84.48216460846947, -150.74389971354404, 14.859305594081135]"
Bi,"[-19.92164857862747, 78.88613860198652, -54.81599938444036, 106.1218375480957, -7.040277769921989, -124.04626819146345, 23.705100711515772, 149.00796878157544, 134.32041226075776, -113.3349049499027, 95.3418770071065, 113.54899075958996, -12.04943055429178, -1.6662320983712984, 12.37024091542755, 96.38577502263144, 31.42912246111039, -17.009687742579636, 40.15499541471398, 47.20020835490883, -47.000194750676606, -97.73139018435357, 70.21958921441711, -90.71589755855372, 46.95687504470269, -76.9104854164539, 88.92388065060874, 19.36033609310569, -78.07027373642694, 88.79065600387385, 40.06916939709952, -2.496565813927386, 121.82275761556384, 24.041731305160503, -43.02737473894557, 97.52490735903001, -55.14037449265874, -13.631143263270696, -106.11782047779909, -64.92503933574619, 110.12497313430805, 31.819350690489202, 43.15193658319692, 32.04106004183088, 150.40923433088977, 40.76454846704072, 139.36917113196347, 92.14580308682989, 76.32320001862773, -5.837823966013833, -75.27699206422125, 16.74123532177397, 91.23136816249627, 87.6748801367113, -74.23726117663534, 65.11087678553551, -24.82460873785868, 51.826712057733815, 185.9538981049306, 17.74943808795188, -112.96994203106412, -57.39666840750083, -5.911437309190608, 136.14097017192486]"
Po,"[126.56158932417318, 15.793666542484788, -51.267326474071936, -1.071163321896178, 96.79087888448235, -56.006296102888236, 147.22379194959296, 7.084808816035889, 135.81529104768913, 82.12750497385446, -260.23899166894046, 62.9919678102495, 19.64974531046256, -29.83022076596474, -79.3859956205346, 56.45784958478979, -34.59812806162319, 85.99092659427899, 0.4626169975777287, 106.42205464618709, -157.53574611898878, 103.73450133644769, -176.37821855636767, 10.561444237434614, 60.03378652791302, -57.164576907732, -6.5915138932960184, -146.28420183614102, -107.60693635737042, -46.80371973984994, 50.46427385705544, -153.05117764425052, 99.82422354437828, 9.399364667812536, -36.40936763755599, 164.35702088693805, -16.99064586372346, -119.19500722949317, 129.71939809025736, 9.340708977842374, -54.16969373967627, -95.84192619251272, 23.969840499498957, -5.794906247448496, -41.043783243741835, 26.27691816831878, 48.061117982271035, -5.6068546348713975, 13.511033023430098, 48.93518279991103, 114.88903101748974, 138.05474654011243, 150.81153798680828, -75.46520809171402, -146.75522591212135, -69.52258265239333, 55.0909726987568, -177.5691296070326, 61.61089056236709, 22.551605251940313, 200.64151025309465, 124.50694675169939, -110.09473394311992, 205.81057775555476]"
At,"[96.17432266495665, -59.73615122017428, -74.2208151230808, 145.7734329832785, 80.59956344945448, 43.14438746096753, -75.75762642512568, -145.56266371572042, 6.733595577963238, -106.2839918491366, 73.59599686447376, 134.4690216080169, -38.03677389558652, -75.58655913330695, -64.64328691984174, -187.42180854232578, 91.4727243521628, 21.03611165286048, -62.33061600087129, 88.46041092633753, -74.50131506223003, -50.45820015414626, -230.87263621329924, -53.37922646597282, -69.11163638947063, 95.19437678740695, -28.24434025061012, -11.06582357735044, 59.51055996993956, 120.1243640711453, -60.75709890762667, 18.362775030926972, 128.29234394898458, -143.86984450746763, 145.64041019958051, 109.63630494268682, -100.52913557200789, -136.46114186065125, -19.453788701355947, -35.3403133248835, -101.5869937291011, -80.80985227516551, -88.2534744844844, -21.284934446513894, -80.71756768681566, 140.00735241784255, 31.808299509871855, 25.540911565516257, -118.12491866745177, -13.120754459424385, 203.26871806619522, 97.67501880827744, 117.44749092891283, 249.98029572173232, -1.4669623637349987, -110.412297642813, 70.19286107627727, -96.80748340491422, 100.82368599591223, -149.687867685067, -18.960226823846728, 45.744382093714876, 44.61399914759253, 73.89608399813955]"
Rn,"[-65.07597292836299, -22.623931013598177, -114.78650059941072, -99.52946632682013, 137.7864836891309, -49.30332244077074, 46.842995215749596, -26.685632653677164, 36.284147194706954, -31.677749073231922, -174.08832481348935, -45.784314785777156, -80.34766750825587, 80.46230358007098, -154.87396675480213, -40.68418355839835, 63.01212418778758, 11.140590636334048, -177.50773478049555, -11.564335589728191, -97.27964969658917, -145.2438048255602, -142.42851348048026, -94.05672271375091, -20.30864213209258, -101.62032320618428, 82.08661425829895, -99.48062913012424, -166.1548499545899, -134.40641635184556, 89.02235571519695, 0.13325451073865405, -53.30978385337498, -122.0444004491864, 28.479769354496607, 129.19406665469302, -99.89012405292192, -32.86694186951153, 83.87040166367204, 15.493779938954074, -10.806898409617483, 136.01621463163158, -36.305646934854444, -5.877199713776486, -115.70288164697641, 156.56136737570552, -151.94502914276745, -6.252184828347573, 103.34020923964928, -13.681416983001816, -101.6326858952765, -115.9739035454641, 163.44290190250283, 141.64724096234832, 102.70243381649922, -41.0650107750848, 6.002373654000742, -159.83167689079102, 78.94775461862058, -67.7256646284205, -210.29996121539799, 175.54673653523105, 5.143202035354541, 3.2975329115531813]"
Fr,"[95.51704422567441, -98.84370208448608, -43.51371143212809, -28.404241787638774, -44.41402795010032, -70.17695004208244, -91.66358778294295, -13.195519146526948, 170.20562061024336, 36.312127080238874, -88.26906524999812, -43.00942804866916, -103.6238308590169, 39.288168055390614, -124.17503554109693, 54.53235828804476, 95.32702786098648, -110.41680899980263, 5.2275408092604, 38.98475296392581, -119.36466468891018, 38.643293065047935, -164.88910773088477, 157.05780816449195, -109.27563830194708, 47.31099824501563, -10.636924267534319, -94.24527462678752, 73.61069762465961, -83.83608074540103, 109.353561665019, -123.70461449363827, -93.29006085181246, -178.73098978073165, -102.86157839100704, -32.12399764441242, -148.67488736973593, 158.7378978253259, -110.89539676494485, -26.28313834958751, 152.76773261376536, 27.41854788963571, 75.90887711183522, -46.93189381010734, 25.35959580783424, 114.69754441847613, -80.42673041133786, 21.003676291524247, -46.303965671588024, 28.052581067122986, 98.03904580416189, 186.94401060545547, -20.437843437649175, 154.54010364929985, -150.00601243861556, -93.47280524284545, -103.59651018431583, 6.657131822608136, -71.5847661874578, -119.72910999837632, -117.61274110271607, 133.01028723191166, -3.4529324391385874, 224.62698874237458]"
Ra,"[-102.00141916571799, -11.97631670976096, -122.06384967189405, -122.10458367505386, 80.14495748615697, -171.11119841375512, 168.9124996467434, 20.86714320409718, 63.29904329447785, -159.94752977482494, -80.0253507133094, 56.784336686734015, -29.874082041021442, -135.79593894073807, -35.30021990639851, -116.02725604078897, 136.52592355779024, -104.84476612607818, -19.276232101433592, -18.074108715170734, -97.54147753304731, 78.12356348330724, 118.06381453557702, 145.5302751140885, -50.37979740058213, 39.063403708442266, -185.0822337813584, -12.441728098769202, 65.85628725349663, 156.88085530947694, 142.7553432740226, -118.78559553289276, -117.77106893124689, 46.29568723653436, 83.166663564672, 57.31694520061598, 52.072296735877124, 32.74348486287206, 88.03357160287365, 129.2302603013842, -56.84765778189248, 92.37751791445437, 107.16049043199689, -20.356303625233732, -134.70642075567108, 78.10502097155565, -6.5373869336285875, 88.56061305208334, -94.59039071959454, -44.142093584576415, 12.484681997286287, 51.44612309711798, 73.57957936314762, 209.93496645311683, -38.357676194399765, 21.146599614148208, -13.467515433207362, -125.04683440366168, 141.37430885102063, -139.67433658732082, 33.31138901007742, 125.67814779292321, -167.88403673134, 67.35464003741643]"
Ac,"[-17.584947864643308, 11.851180295493744, 31.848626812607396, 27.05793473697837, -18.986222555601955, 5.407346394524404, -5.899305384649928, -10.650420251894117, -30.383078264766947, 10.70575833943773, 47.68509609673641, -17.80804649475015, -6.384002430670959, 0.17482016394904018, 44.80158702733165, 13.120370733982625, -5.296391035627521, -0.3374786003573457, 10.020352411435864, -4.914112812920376, 1.5732598520690058, -6.484163558499912, 35.9143263272471, -14.417649386802113, 5.250273919900554, -0.28165208744295883, 13.359943853932247, 18.99467115652205, 7.872329955275784, -14.897915492139866, -18.20011184076504, 1.1898760533816581, 21.132063597077146, 21.381267396656426, -24.21917363826432, -50.34336108023513, 5.8053933188311575, 2.785726040837418, -21.81712403028226, 10.39465663467649, -6.7138632523678154, -29.940442453819603, 12.749978573262949, -6.878201246723844, 35.96124607077302, -12.860035275948228, -17.68499846943441, 8.83241552801102, 6.918464393660151, -35.662843315394, -40.63599124893589, -24.800561987516545, -12.73117392837166, -61.97061997886683, 3.565066502893887, 6.25000583743721, 11.739804476788638, 13.333613183016237, -13.807619044338564, 23.627692576957685, 6.268896938266147, -45.98525696685286, -9.132908350479754, -50.043431960544034]"
